Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,31/10/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,5264624,"88,107.00",
Department of Health,NHS Rotherham CCG,31/10/2014,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,5193655,"-25,009.20",594959072
Department of Health,NHS Rotherham CCG,31/10/2014,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,5246369,"34,252.21",594959072
Department of Health,NHS Rotherham CCG,31/10/2014,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,5417507,"158,352.53",594959072
Department of Health,NHS Rotherham CCG,31/10/2014,Clinical&Medical-Commercial Sector,OUT OF HOURS,CARE UK CLINICAL SERVICES LTD,5417507,"153,128.80",594959072
Department of Health,NHS Rotherham CCG,31/10/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,5213038,"867,245.00",
Department of Health,NHS Rotherham CCG,31/10/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,5535375,"867,245.00",
Department of Health,NHS Rotherham CCG,31/10/2014,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,5516271,"-28,160.59",
Department of Health,NHS Rotherham CCG,31/10/2014,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,5516272,"56,766.52",
Department of Health,NHS Rotherham CCG,31/10/2014,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,5516272,"1,239.70",
Department of Health,NHS Rotherham CCG,31/10/2014,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,5516274,"34,543.38",
Department of Health,NHS Rotherham CCG,31/10/2014,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,5516274,700.35,
Department of Health,NHS Rotherham CCG,31/10/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,LEEDS TEACHING HOSPITALS NHS TRUST,5535363,"36,778.00",
Department of Health,NHS Rotherham CCG,31/10/2014,Charges from CSU,ADMINISTRATION & BUSINESS SUPPORT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,5212979,"165,826.25",
Department of Health,NHS Rotherham CCG,31/10/2014,Charges from CSU,PRIMARY CARE IT,NHS WEST AND SOUTH YORKSHIRE AND BASSETLAW CSU,5212986,"54,238.00",
