Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,16080874,"111,270.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,15961455,"34,684.68 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,15947553,"30,814.24 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,15961494,"39,302.66 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,15961669,"44,673.25 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CLAREMONT HOSPITAL,16062907,"46,108.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,CROSSROADS CARE ROTHERHAM,15977056,"58,250.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,CROSSROADS CARE ROTHERHAM,15977085,"55,864.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Clinical&Medical-Voluntary Sector,COMMISSIONING - NON ACUTE,CROSSROADS CARE ROTHERHAM,15977103,"39,522.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,Computer Hardware Purch,IM&T PROJECTS,DELL CORPORATION LTD,16289722,"45,250.92 ",635823528
Department of Health,NHS Rotherham CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,15961475,"844,443.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030581,"(39,459.35)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030581,(151.82),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030581,(24.46),
Department of Health,NHS Rotherham CCG,28/02/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030581,(911.25),
Department of Health,NHS Rotherham CCG,28/02/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030581,(965.25),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,"7,258.58 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,"73,239.63 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,"2,088.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,"(1,631.68)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,"2,677.08 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,914.83 ,
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,219.14 ,
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030582,"2,996.65 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030579,"(81,597.25)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030579,(326.90),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030579,(144.88),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030579,(48.12),
Department of Health,NHS Rotherham CCG,28/02/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030579,"(6,702.50)",
Department of Health,NHS Rotherham CCG,28/02/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030579,"(6,756.76)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030580,"2,155.83 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030580,"170,568.20 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030580,"3,248.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030580,"(4,222.75)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030580,"6,926.67 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030580,"8,640.75 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030583,"(82,501.16)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030583,(320.04),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030583,(70.62),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030583,(47.11),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030584,"2,040.58 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030584,"168,990.09 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030584,"(4,167.19)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030584,"3,275.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030584,"5,345.83 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030584,"8,235.17 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16213703,580.00 ,
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16213703,"41,891.70 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16213703,246.79 ,
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16213703,"2,875.00 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16213703,165.62 ,
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16213703,"5,305.31 ",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030588,"(97,561.24)",
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS GP Statutory Levy,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030588,(378.55),
Department of Health,NHS Rotherham CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,ROTHERHAM GP PRACTICE,16030588,(163.27),
