Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,9106567,"101,521.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,9106557,"31,663.25",
Department of Health,NHS Rotherham CCG,30/09/2015,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,9182749,"158,352.50",
Department of Health,NHS Rotherham CCG,30/09/2015,Clinical&Medical-Commercial Sector,OUT OF HOURS,CARE UK CLINICAL SERVICES LTD,9182749,"162,816.75",
Department of Health,NHS Rotherham CCG,30/09/2015,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,9292069,"60,354.75",
Department of Health,NHS Rotherham CCG,30/09/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CLAREMONT HOSPITAL,9147689,"25,690.00",
Department of Health,NHS Rotherham CCG,30/09/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,9094227,"793,202.00",
Department of Health,NHS Rotherham CCG,30/09/2015,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,9351756,"-31,032.00",
Department of Health,NHS Rotherham CCG,30/09/2015,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,9351758,"60,149.72",
Department of Health,NHS Rotherham CCG,30/09/2015,C&M-PMS Prsc Chrgs Cll&Rmttd by GPs,LOCAL ENHANCED SERVICES,DR D T SAY & PARTNERS,9351758,"1,098.80",
Department of Health,NHS Rotherham CCG,30/09/2015,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,DR DOUGLAS & PARTNERS,9351762,"38,220.99",
