Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£)
Department of Health,NHS Rotherham CCG,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,31438807,"149,100.00"
Department of Health,NHS Rotherham CCG,31/03/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,BMI HEALTHCARE LTD,31417010,"25,613.94"
Department of Health,NHS Rotherham CCG,31/03/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,31417015,"49,555.00"
Department of Health,NHS Rotherham CCG,31/03/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,31686274,"47,817.77"
Department of Health,NHS Rotherham CCG,31/03/2020,Contract & Agency-Agency Spec Contr,NON RECURRENT PROGRAMMES,CHANNEL 3 CONSULTING LTD,31691999,"80,400.00"
Department of Health,NHS Rotherham CCG,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,31245172,"26,187.00"
Department of Health,NHS Rotherham CCG,31/03/2020,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CLAREMONT HOSPITAL,31601435,"47,408.00"
Department of Health,NHS Rotherham CCG,31/03/2020,Computer Hardware Purch,NON RECURRENT PROGRAMMES,CLOUD2 LTD,31339341,"35,000.00"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Delivery,PRC DELEGATED CO-COMMISSIONING,CONNECT HEALTHCARE ROTHERHAM LTD,31313323,"155,837.00"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-APMS Practice Transformational Support,GP FORWARD VIEW,CONNECT HEALTHCARE ROTHERHAM LTD,31313353,"96,122.00"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-APMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CONNECT HEALTHCARE ROTHERHAM LTD,31483255,"19,011.79"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-APMS PCN DES Clinical Director,PRC DELEGATED CO-COMMISSIONING,CONNECT HEALTHCARE ROTHERHAM LTD,31483255,"8,882.71"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CONNECT HEALTHCARE ROTHERHAM LTD,31483255,"19,479.95"
Department of Health,NHS Rotherham CCG,31/03/2020,Basic Sal-Pharmacy Band 8A,MENTAL HEALTH SERVICES - OTHER,CONNECT HEALTHCARE ROTHERHAM LTD,31718093,"140,000.00"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-APMS PCN DES PCN support,LOCAL ENHANCED SERVICES,CONNECT HEALTHCARE ROTHERHAM LTD,31718108,"120,000.00"
Department of Health,NHS Rotherham CCG,31/03/2020,Hlthcre-Foundation Trsts,LEARNING DIFFICULTIES,CUMBRIA NORTHUMBERLAND TYNE AND WEAR NHS FOUNDATION TRUST,31464372,"55,537.32"
Department of Health,NHS Rotherham CCG,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,31634270,"809,381.00"
Department of Health,NHS Rotherham CCG,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,31703635,"-809,381.00"
Department of Health,NHS Rotherham CCG,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,31245166,"809,381.00"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,"38,500.36"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,"2,240.00"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,12.9
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,733.15
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,"1,159.46"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,996.69
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,"2,833.33"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,210.5
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388340,"3,168.86"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388338,"99,906.84"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388338,5.23
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388338,"1,887.18"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388338,"1,880.09"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388338,"7,331.33"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388338,"10,425.94"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388342,"93,862.17"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388342,42.5
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388342,"1,778.35"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388342,"6,340.92"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31388342,"8,615.94"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,"45,698.90"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,61.7
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,955.79
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,989.49
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,"2,991.67"
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,355.32
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,89.92
Department of Health,NHS Rotherham CCG,31/03/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,NHS ROTHERHAM CCG GP PRACTICE,31646793,"5,424.35"
