Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,2861882,"103,761.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,2946865,"27,916.67",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,CARE UK CLINICAL SERVICES LTD,3131026,"33,713.89",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,3153279,"72,131.89",
Department of Health,NHS Rotherham CCG,31/03/2014,Clinical&Medical-Commercial Sector,URGENT CARE,CARE UK CLINICAL SERVICES LTD,2966560,"281,219.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,DERBY HOSPITALS NHS FOUNDATION TRUST,2966353,"33,690.45",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2990455,"-65,818.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,3153297,"-46,345.00",
Department of Health,NHS Rotherham CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,DONCASTER AND BASSETLAW HOSPITALS NHS FOUNDATION TRUST,2831533,"898,983.00",
Department of Health,NHS Rotherham CCG,31/03/2014,C&M-PMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ROTHERHAM GP PRACTICE,3147338,"-30,817.36",
