Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/03/2017,External Consultancy Fees,NON RECURRENT PROGRAMMES,BDO LLP,16333293,34285.64,830847032
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,16342057,27271.00,
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,16342059,27271.00,
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,16342062,178603.17,
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec Fdtn Trust-Non Contract,WINTER PRESSURES,STOCKPORT NHS FOUNDATION TRUST,16342064,518000.00,
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,16342068,27271.00,
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,16342070,2200000.00,
Department of Health,NHS Stockport CCG,31/03/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,16342071,433563.99,
Department of Health,NHS Stockport CCG,31/03/2017,Programme Support Costs,LEARNING DIFFICULTIES,NHS WIGAN BOROUGH CCG,16342072,33429.00,
Department of Health,NHS Stockport CCG,31/03/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,16342075,242563.75,
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16342082,1572016.58,
Department of Health,NHS Stockport CCG,31/03/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,CARE UK CLINICAL SERVICES LTD,16342085,35354.62,
Department of Health,NHS Stockport CCG,31/03/2017,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,16342090,65608.00,654435138
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,16342092,1572016.58,
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,16342093,73110.00,654435138
Department of Health,NHS Stockport CCG,31/03/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,16342095,652702.00,654435138
