Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/10/2017,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,19032867,49566.69,-
Department of Health,NHS Stockport CCG,31/10/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,19052350,31464,-
Department of Health,NHS Stockport CCG,31/10/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,19052354,94166,-
Department of Health,NHS Stockport CCG,31/10/2017,Clinical&Medical-Commercial Sector,HOSPICES,BEECHWOOD CANCER CARE CENTRE,19052363,127008.28,-
Department of Health,NHS Stockport CCG,31/10/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,19052374,98548.94,-
Department of Health,NHS Stockport CCG,31/10/2017,Programme Support Costs,PROGRAMME PROJECTS,NHS MANCHESTER CCG,19073347,151800,-
Department of Health,NHS Stockport CCG,31/10/2017,Clinical&Medical-Othe Public Sector,PLANNED CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,19073371,41703,-
Department of Health,NHS Stockport CCG,31/10/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,19073393,27390.67,-
Department of Health,NHS Stockport CCG,31/10/2017,Clinical&Medical-Drugs,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,19098031,39706.31,-
Department of Health,NHS Stockport CCG,31/10/2017,Clinical&Medical-Drugs,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,19098034,48748,-
Department of Health,NHS Stockport CCG,31/10/2017,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,19098050,134712,-
Department of Health,NHS Stockport CCG,31/10/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,19139605,52820.26,-
Department of Health,NHS Stockport CCG,31/10/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,19139605,8928.86,-
Department of Health,NHS Stockport CCG,31/10/2017,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,19139605,1150.17,-
Department of Health,NHS Stockport CCG,31/10/2017,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,19139605,450.43,-
