Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,3611521,62724.08,-
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,3580623,248230.5,-
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,3690988,214435,-
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,3760733,31499.58,-
Department of Health,NHS Stockport CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,3611795,36028.58,-
Department of Health,NHS Stockport CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3524258,1500019,-
Department of Health,NHS Stockport CCG,31/05/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,3580605,1487196,-
Department of Health,NHS Stockport CCG,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,3524166,194701.63,-
Department of Health,NHS Stockport CCG,31/05/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,3579693,194701.63,-
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,3690634,681045,-
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,3690779,-681045,-
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,3760719,56753.75,-
Department of Health,NHS Stockport CCG,31/05/2014,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,3611750,68753,-
