Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/05/2015,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,7772217,3311,-
Department of Health,NHS Stockport CCG,31/05/2015,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,7772217,46897,-
Department of Health,NHS Stockport CCG,31/05/2015,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,7772217,7679,-
Department of Health,NHS Stockport CCG,31/05/2015,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,7772217,40456,-
Department of Health,NHS Stockport CCG,31/05/2015,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,7772217,5835,-
Department of Health,NHS Stockport CCG,31/05/2015,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7772225,52528.08,-
Department of Health,NHS Stockport CCG,31/05/2015,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7772225,56846.92,-
Department of Health,NHS Stockport CCG,31/05/2015,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,MARPLE MEDICAL PRACTICE,7800452,41082,-
Department of Health,NHS Stockport CCG,31/05/2015,"Books, Journals & Subscr",STRATEGY & DEVELOPMENT,SALFORD ROYAL NHS FOUNDATION TRUST,7829483,40000,-
Department of Health,NHS Stockport CCG,31/05/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,7829518,182358.37,-
Department of Health,NHS Stockport CCG,31/05/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CHESHIRE & WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,7829549,44517.33,GB654951901
Department of Health,NHS Stockport CCG,31/05/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,7829588,211892.48,-
Department of Health,NHS Stockport CCG,31/05/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,7829610,52685.02,-
Department of Health,NHS Stockport CCG,31/05/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,7829715,51913,-
Department of Health,NHS Stockport CCG,31/05/2015,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,7829778,26824,654435138
Department of Health,NHS Stockport CCG,31/05/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,7829939,312914.42,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,ADMINISTRATION & BUSINESS SUPPORT,NHS GREATER MANCHESTER CSU,7875661,2563.39,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,CEO/ BOARD OFFICE,NHS GREATER MANCHESTER CSU,7875661,910.23,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,COMMISSIONING,NHS GREATER MANCHESTER CSU,7875661,521.62,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,CONTINUING HEALTHCARE ASSESSMENT & SUPPORT,NHS GREATER MANCHESTER CSU,7875661,3141.82,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,7875661,4730.1,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,FINANCE,NHS GREATER MANCHESTER CSU,7875661,355.82,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,IM&T,NHS GREATER MANCHESTER CSU,7875661,14894.98,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,PERFORMANCE,NHS GREATER MANCHESTER CSU,7875661,269.9,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7875661,16755.61,-
Department of Health,NHS Stockport CCG,31/05/2015,Soc Care-Integrated Records Or IT,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7875661,1250,-
Department of Health,NHS Stockport CCG,31/05/2015,Training Expenses,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,7875661,6168.18,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,QIPP,NHS GREATER MANCHESTER CSU,7875661,11294.44,-
Department of Health,NHS Stockport CCG,31/05/2015,Computer Hardware Purch,STRATEGY & DEVELOPMENT,NHS GREATER MANCHESTER CSU,7875661,310.67,-
Department of Health,NHS Stockport CCG,31/05/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,7924599,686003,654435138
Department of Health,NHS Stockport CCG,31/05/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,7924612,143817,-
Department of Health,NHS Stockport CCG,31/05/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,7924641,44637,-
Department of Health,NHS Stockport CCG,31/05/2015,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,7924664,29250,-
Department of Health,NHS Stockport CCG,31/05/2015,Clinical&Medical-Commercial Sector,WINTER PRESSURES,MASTERCALL HEALTHCARE,7924664,6468.06,-
Department of Health,NHS Stockport CCG,31/05/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,7924680,2262773.08,654941709
