Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/04/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,26673319,-105388,654974295
Department of Health,NHS Stockport CCG,30/04/2019,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,PARTNERSHIPS IN CARE LTD,26673332,27720,GB 626524835
Department of Health,NHS Stockport CCG,30/04/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,26685492,2519593,654425730
Department of Health,NHS Stockport CCG,30/04/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,26706304,30668.86,654425730
Department of Health,NHS Stockport CCG,30/04/2019,Hcare Srv Rec NHS Trust-Over/ Under Performance,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,26706309,34721,654435138
Department of Health,NHS Stockport CCG,30/04/2019,Computer Software/License,PRIMARY CARE IT,GRAPHNET HEALTH LTD,26709340,80400,650603758
Department of Health,NHS Stockport CCG,30/04/2019,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,26734983,38952,654425730
Department of Health,NHS Stockport CCG,30/04/2019,Clinical&Medical-Serv Recd-F Trsts,CHILD AND ADOLESCENT MENTAL HEALTH,PENNINE CARE NHS FOUNDATION TRUST,26734991,56708,654425730
Department of Health,NHS Stockport CCG,30/04/2019,Clinical&Medical-Serv Recd-F Trsts,CHILD AND ADOLESCENT MENTAL HEALTH,PENNINE CARE NHS FOUNDATION TRUST,26734997,59309,654425730
Department of Health,NHS Stockport CCG,30/04/2019,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,OAKWOOD HOUSE PSYCHOLOGICAL SERVICES & TRAINING LTD,26734998,45545.63,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,26735010,50252.33,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,26785643,54662.95,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,26785643,8363.19,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,26785645,39006.46,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,26785645,173.44,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,26785645,4634.12,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,26785647,44378.28,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,26785647,5782.05,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,173.44,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,33069,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,212.28,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,13200,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,2627.33,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,3552.31,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,272.78,"""-"""
Department of Health,NHS Stockport CCG,30/04/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,26785649,4066.54,"""-"""
