Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,BROOMWELL HEALTHWATCH LTD,18651433,26340,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,BROOMWELL HEALTHWATCH LTD,18651436,-26340,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,SPECSAVERS HEARCARE LTD,18680755,34310.34,245022443
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,18680757,48300.08,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,18680758,49566.69,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,18680768,251450,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,18680798,33003,-
Department of Health,NHS Stockport CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,18680947,35917,-
Department of Health,NHS Stockport CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,18680981,71973,-
Department of Health,NHS Stockport CCG,30/09/2017,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,18694244,104792.35,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,MANCHESTER SURGICAL SERVICES,18704482,28015.97,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,18704593,27390.67,-
Department of Health,NHS Stockport CCG,30/09/2017,Clinical Leads,NON RECURRENT PROGRAMMES,MEDICAL DATA SOLUTIONS & SERVICES LTD,18722170,34800,-
Department of Health,NHS Stockport CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,18722449,72919,654435138
Department of Health,NHS Stockport CCG,30/09/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,18722456,694473,654435138
Department of Health,NHS Stockport CCG,30/09/2017,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,18722462,57178,654435138
Department of Health,NHS Stockport CCG,30/09/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,18757145,53564.29,-
Department of Health,NHS Stockport CCG,30/09/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,18757145,4009.95,-
Department of Health,NHS Stockport CCG,30/09/2017,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,18757145,7459.92,-
Department of Health,NHS Stockport CCG,30/09/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,18757145,1850.78,-
Department of Health,NHS Stockport CCG,30/09/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,18757145,8928.86,-
