Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/07/2014,Services From Local Authorities,PROGRAMME PROJECTS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,4144610,72297,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,4184515,54622,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,4184549,56753.75,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,4184608,37805,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,4184657,605260,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,4184710,194701.63,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4184740,1488264,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,4184961,27084,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,4185084,68843,-
Department of Health,NHS Stockport CCG,31/07/2014,Computer Software/License,MEDICINES MANAGEMENT - CLINICAL,SCRIPTSWITCH LTD,4244779,82370.78,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,4245439,51913,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,4245562,2115708.08,654941709
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,4245631,1626564,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,4245637,11716668,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,4245776,36028.58,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,4245780,29244.42,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,4245904,157946,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,4245914,93270,-
Department of Health,NHS Stockport CCG,31/07/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,4282862,49640.24,-
Department of Health,NHS Stockport CCG,31/07/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,4282966,30112.94,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Othe Public Sector,CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,4282996,25880,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,4283026,113725.17,654442045
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,SOUTH MANCHESTER PRIVATE CLINIC,4310218,27805.35,-
Department of Health,NHS Stockport CCG,31/07/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,4310683,1861709,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,4310901,48631,-
Department of Health,NHS Stockport CCG,31/07/2014,Miscellaneous Expenditure (L9),CORPORATE COSTS & SERVICES,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,4401514,39680,-
Department of Health,NHS Stockport CCG,31/07/2014,Miscellaneous Expenditure (L9),CORPORATE COSTS & SERVICES,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,4401552,-39680,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,4419763,260074,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,4419793,5835,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,4419793,54434,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,4419793,9631,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,4419793,56980,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,4419793,3311,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,COMMISSIONING,NHS GREATER MANCHESTER CSU,4419793,421,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,BUSINESS INFORMATICS,NHS GREATER MANCHESTER CSU,4419793,11350,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,BUSINESS INFORMATICS,NHS GREATER MANCHESTER CSU,4419834,11350,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,COMMISSIONING,NHS GREATER MANCHESTER CSU,4419834,421,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,4419834,3311,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,4419834,56980,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,4419834,9631,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,4419834,47732,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,4419834,5835,-
Department of Health,NHS Stockport CCG,31/07/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,4419842,130037,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,4436272,219260,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,4436292,49757.41,-
Department of Health,NHS Stockport CCG,31/07/2014,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,4436306,62724.08,-
