Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/08/2017,Cont Care-Learning Disab(<65),CHC AD FULL FUND PERS HLTH BUD,STOCKPORT METROPOLITAN BOROUGH COUNCIL,18249070,49640.24,
Department of Health,NHS Stockport CCG,31/08/2017,Programme Support Costs,PROGRAMME PROJECTS,NHS MANCHESTER CCG,18271044,81700.00,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,18287034,57605.05,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,18287055,91806.03,
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,18296807,1582954.00,
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,18296808,12615294.00,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Serv Recd-F Trsts,NON RECURRENT PROGRAMMES,STOCKPORT NHS FOUNDATION TRUST,18337357,48000.00,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,18337366,130778.93,
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,18337538,35917.00,
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,18337541,694473.00,654435138
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,18337548,785801.00,654939786
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,18337554,29202.00,654939786
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,LIGHTHOUSE HEALTHCARE,18337557,33526.50,
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,18337563,72919.00,654435138
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,18337568,57071.00,654435138
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,18337611,53782.00,GB654951509
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,18337629,27390.67,
Department of Health,NHS Stockport CCG,31/08/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,18337665,-41143.00,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,18337681,114814.05,938297867
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,18337694,153330.00,938297867
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,18337761,1083000.00,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,18337761,132916.67,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,18337761,317666.66,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,18337761,24083.34,
Department of Health,NHS Stockport CCG,31/08/2017,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,18337761,100333.33,
Department of Health,NHS Stockport CCG,31/08/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,18352127,53564.29,
