Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/08/2016,Hcare Srv Rec Fdtn Trust-Contract Variation,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,13654522,45400,-
Department of Health,NHS Stockport CCG,31/08/2016,Hcare Srv Rec Fdtn Trust-Contract Variation,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,13654532,35917,-
Department of Health,NHS Stockport CCG,31/08/2016,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,13667993,26061,-
Department of Health,NHS Stockport CCG,31/08/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,13668052,101484.07,-
Department of Health,NHS Stockport CCG,31/08/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,13718552,59047,654435138
Department of Health,NHS Stockport CCG,31/08/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,13718566,73110,654435138
Department of Health,NHS Stockport CCG,31/08/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,13718568,652702,654435138
Department of Health,NHS Stockport CCG,31/08/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,13718658,2029998,-
Department of Health,NHS Stockport CCG,31/08/2016,External Consultancy Fees,NON RECURRENT PROGRAMMES,BDO LLP,13727917,91823.72,830847032
Department of Health,NHS Stockport CCG,31/08/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,13744278,433563.99,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13763212,57975.22,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13763212,2414.58,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13763212,348.53,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13763212,6984.52,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13763214,28773.07,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13763214,580,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13763214,997.28,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13763214,1694.06,-
Department of Health,NHS Stockport CCG,31/08/2016,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13763214,3711.83,-
