Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/10/2013,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,1321661,59696.33,-
Department of Health,NHS Stockport CCG,31/10/2013,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS LTD,1321672,63686.27,-
Department of Health,NHS Stockport CCG,31/10/2013,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,1321678,210290.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,1322829,204100.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1366869,176570.65,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1366884,190108.00,-
Department of Health,NHS Stockport CCG,31/10/2013,C&M-PMS LES Imp Acc Psyclgcl Thrps,COMMISSIONING - NON ACUTE,NHS BURY CCG,1366948,32001.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1366967,220531.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1366982,80377.35,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,1367082,159252.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,1367105,68796.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,1367308,602422.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,1367320,34611.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,1367439,34153.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1367581,1918361.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,1367942,11237107.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,1367948,1631198.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,1367965,-59021.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,1367971,147832.00,-
Department of Health,NHS Stockport CCG,31/10/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1368122,1641852.00,-
