Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/01/2017,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,VIADUCT HEALTH LTD,15566107,26906.67,-
Department of Health,NHS Stockport CCG,31/01/2017,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,15583532,3931975,-
Department of Health,NHS Stockport CCG,31/01/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15584152,69610,-
Department of Health,NHS Stockport CCG,31/01/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,15584158,178603.17,-
Department of Health,NHS Stockport CCG,31/01/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,15584160,492827,654939786
Department of Health,NHS Stockport CCG,31/01/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,15584162,29173,654939786
Department of Health,NHS Stockport CCG,31/01/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,15584163,1572016.58,-
Department of Health,NHS Stockport CCG,01/01/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,15584172,242563.75,-
Department of Health,NHS Stockport CCG,01/01/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,15584173,433563.99,-
Department of Health,NHS Stockport CCG,31/01/2017,Programme Support Costs,PROGRAMME PROJECTS,NHS CENTRAL MANCHESTER CCG,15594647,45524.37,-
Department of Health,NHS Stockport CCG,31/01/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,15594648,104179.9,-
Department of Health,NHS Stockport CCG,31/01/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,15594649,40652,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,15608694,1127.36,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,15608694,6664.63,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,15608694,30283.39,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,15608694,849.14,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,15608694,2627.33,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,15608694,3950.21,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,15608696,25354.6,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,15608696,86.72,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,15608696,9258.9,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS NES Premium,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,15608696,2123.05,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,15608696,5009.94,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,15608696,2295.84,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,15608696,3280.5,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,15608698,77599.2,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,15608698,3052.03,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,15608698,9175.52,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,15608700,89187.47,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,15608700,910.56,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS NES Premium,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,15608700,4436.99,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,15608700,2900,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,15608700,11694.02,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,15608703,32180.55,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,15608703,880.21,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,15608703,3860.68,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,15608705,89004.58,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,15608705,2207.55,-
Department of Health,NHS Stockport CCG,31/01/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,15608705,90.96,-
