Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/12/2017,Services From Local Authorities,SAFEGUARDING,STOCKPORT METROPOLITAN BOROUGH COUNCIL,19902242,38000,GB158556040
Department of Health,NHS Stockport CCG,31/12/2017,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,19958878,35917,-
Department of Health,NHS Stockport CCG,31/12/2017,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,ARTS FOR RECOVERY IN THE COMMUNITY,19958880,29795,-
Department of Health,NHS Stockport CCG,31/12/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,19958897,27390.67,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20018549,52820.26,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20018549,4009.95,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20018549,1906.06,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20018549,8928.86,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,34075.81,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,2263.85,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,346.88,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,326.27,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,1233.88,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,112895.64,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,4093.69,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Small Practice Allowance,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20018551,3845,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20018553,42219.12,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20018553,2891.33,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20018553,1170.72,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20018553,1024.56,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20018553,2585.83,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20018553,151852.32,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20018553,5522.55,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20018555,2335.58,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20018555,31133.03,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20018555,636.85,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20018555,16050.9,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20018555,131.55,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20018555,2627.33,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20018555,4353.28,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20018558,6161.23,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20018558,980,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20018558,81960.69,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20018558,2289.03,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20018558,3574.76,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20018558,10099.5,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,95470.34,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,6923.13,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,1127.36,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,2662.19,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,4498.48,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,21463.12,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,2900,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20018559,12938.29,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20018561,31164.08,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20018561,2207.33,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20018561,1560.96,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20018561,1195.56,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20018561,2826.55,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20018561,3316.67,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20018561,3261.84,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,2425.83,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,1540,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,1821.12,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,34635.58,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,660.16,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,848.05,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,7720,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20018563,4241.3,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20018564,-7207.54,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20018564,-5354,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20018564,-431.28,-
Department of Health,NHS Stockport CCG,31/12/2017,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20018564,-8394.06,-
Department of Health,NHS Stockport CCG,31/12/2017,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20018564,-9177.37,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20018565,90836.18,-
Department of Health,NHS Stockport CCG,31/12/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20018565,6348.85,-
