Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/01/2014,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,2188498,118758.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2188504,1438720.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,2188511,159252.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,2188606,-51309.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,2188614,36735.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,2188625,34153.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,2188655,1918361.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,2188682,26583.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,2188736,34611.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,2188758,602422.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,2188814,51418.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,2188849,-185128.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,2188881,113253.45,-
Department of Health,NHS Stockport CCG,31/01/2014,Service Charge,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,2212935,638073.85,-
Department of Health,NHS Stockport CCG,31/01/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,2213018,301340.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,2213023,49696.33,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,2213148,11286551.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,2213155,1808824.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,2213679,229526.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,2232361,215755.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Clinical&Medical-Othe Public Sector,CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,2263186,25880.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,2263204,-78041.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS COMMISSIONING BOARD,2263368,772143.64,-
Department of Health,NHS Stockport CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,2263516,-64632.00,-
Department of Health,NHS Stockport CCG,31/01/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,2263647,30112.94,-
