Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/12/2016,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,SELF HELP SERVICES,15197511,35000,-
Department of Health,NHS Stockport CCG,31/12/2016,External Consultancy Fees,NON RECURRENT PROGRAMMES,BDO LLP,15207743,92212.24,830847032
Department of Health,NHS Stockport CCG,31/12/2016,Other Gen Supplies & Srv,COMMUNICATIONS & PR,NHS OLDHAM CCG,15235560,3392,-
Department of Health,NHS Stockport CCG,31/12/2016,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,15235560,19237,-
Department of Health,NHS Stockport CCG,31/12/2016,Other Gen Supplies & Srv,HUMAN RESOURCES,NHS OLDHAM CCG,15235560,7975,-
Department of Health,NHS Stockport CCG,31/12/2016,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,15235560,1617,-
Department of Health,NHS Stockport CCG,31/12/2016,Other Gen Supplies & Srv,MEDICINES MANAGEMENT - CLINICAL,NHS OLDHAM CCG,15235560,6448,-
Department of Health,NHS Stockport CCG,31/12/2016,Other Gen Supplies & Srv,NHS 111,NHS OLDHAM CCG,15235560,1412,-
Department of Health,NHS Stockport CCG,31/12/2016,Clinical&Medical-Serv Recd-CCGs,PRIMARY CARE IT,NHS OLDHAM CCG,15235567,106178,-
Department of Health,NHS Stockport CCG,31/12/2016,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,15235567,17580,-
Department of Health,NHS Stockport CCG,31/12/2016,Clinical&Medical-Commercial Sector,NON RECURRENT PROGRAMMES,VIADUCT HEALTH LTD,15259909,300000,-
Department of Health,NHS Stockport CCG,31/12/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,15260005,43582,654435138
Department of Health,NHS Stockport CCG,31/12/2016,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,LIGHTHOUSE HEALTHCARE,15260036,29988.92,-
Department of Health,NHS Stockport CCG,31/12/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,15260101,73110,654435138
Department of Health,NHS Stockport CCG,31/12/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,15260120,74254,654435138
