Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/08/2013,Clinical&Medical-Othe Public Sector,CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,830311,"51,760.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,853885,"3,516.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,853885,"144,316.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,854019,"46,760.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,854019,"1,871,601.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,854023,"1,270.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,854023,"50,148.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,854069,421.00,-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,854069,"33,732.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,854082,"1,369,743.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,854082,"35,121.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,854174,"2,687.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,854174,"104,803.63",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,854217,"40,780.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,854217,"1,590,418.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,854221,"272,955.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,854221,"10,918,218.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,881115,"5,440.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,881115,"68,596.00",-
Department of Health,NHS Stockport CCG,31/08/2013,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,881115,"6,612.00",-
