Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,4891285,60863.51,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,4891358,194701.63,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,4891380,36028.58,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,4891407,37805,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,4891418,2115708.08,654941709
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE CARE NHS FOUNDATION TRUST,4891458,55200,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,4891530,1488264,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,4891570,248230.5,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,4891614,90272,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,4891675,157946,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,4891699,11716668,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,4891703,1626564,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,4909448,130037,
Department of Health,NHS Stockport CCG,30/09/2014,Miscellaneous Expenditure (L9),COMMISSIONING - NON ACUTE,STOCKPORT NHS FOUNDATION TRUST,4909718,420000,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,4909741,26727,
Department of Health,NHS Stockport CCG,30/09/2014,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,4909863,138500,
Department of Health,NHS Stockport CCG,30/09/2014,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,4909875,311750,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,4910030,109375,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,4932149,27084,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,4951928,-1166666.67,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,4967848,137845.94,654442045
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,4968395,27084,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,4969239,221090,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,SOUTH MANCHESTER PRIVATE CLINIC,4969373,27434.92,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,4969449,1861709,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,CYGNET HOSPITAL WYKE,5003237,47440.14,
Department of Health,NHS Stockport CCG,30/09/2014,Miscellaneous Expenditure (L9),CONTRACT MANAGEMENT,NHS BLACKPOOL CCG,5003257,27794,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,5003284,5835,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,5003284,47732,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,5003284,9631,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,5003284,56980,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,5003284,3311,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,COMMISSIONING,NHS GREATER MANCHESTER CSU,5003284,421,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,BUSINESS INFORMATICS,NHS GREATER MANCHESTER CSU,5003284,11350,
Department of Health,NHS Stockport CCG,30/09/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,5003429,605260,
Department of Health,NHS Stockport CCG,30/09/2014,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,5003532,-40332,
Department of Health,NHS Stockport CCG,30/09/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,5003576,181800,
