Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/06/2013,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,375161,66807.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,375200,421.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,375200,33732.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,375299,1271.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,375299,50148.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,375387,3516.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,375387,144316.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,375391,608166.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,375409,201000.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,375414,105832.91,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,375414,2675.75,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,375422,46760.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,375422,1871601.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,380581,48676.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Charges from CSU,BUSINESS INFORMATICS,NHS GREATER MANCHESTER CSU,380587,19710.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,380587,66754.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,384797,229526.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,384806,229526.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,384907,2358250.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Telecoms-Phone Rental and Calls,IM&T,BT GLOBAL SERVICES,411651,29614.04,-
Department of Health,NHS Stockport CCG,30/06/2013,Healthcare Srv Rec CCG,ACUTE COMMISSIONING,NHS TRAFFORD CCG,411925,456000.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,419391,35121.00,-
Department of Health,NHS Stockport CCG,30/06/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,419391,1369743.00,-
