Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,12912321,126610,654939786
Department of Health,NHS Stockport CCG,30/06/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,12912333,178603.17,-
Department of Health,NHS Stockport CCG,30/06/2016,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,12912350,41174,-
Department of Health,NHS Stockport CCG,30/06/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,12912366,433563.99,-
Department of Health,NHS Stockport CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,12912374,1619991.08,-
Department of Health,NHS Stockport CCG,30/06/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,12912444,102212.88,-
Department of Health,NHS Stockport CCG,30/06/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,12912512,214638.57,-
Department of Health,NHS Stockport CCG,30/06/2016,Services From Local Authorities,Winter Resilience,STOCKPORT METROPOLITAN BOROUGH COUNCIL,12956002,86280.77,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS DES Case FindingPats Dem,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,2658.35,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,5336,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,2861.76,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,70099.69,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,1906.88,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,3307.11,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,5450,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,46085.19,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,12991513,9227.95,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE DR COLE,12991535,21304.72,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE DR COLE,12991535,2800,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE DR COLE,12991535,2703.63,-
Department of Health,NHS Stockport CCG,30/06/2016,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE DR COLE,12991535,13393.76,-
Department of Health,NHS Stockport CCG,30/06/2016,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,SOUTH REDDISH MEDICAL CENTRE DR COLE,12991535,14009.53,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,12991642,-99673,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,12991642,-9698.56,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,12991642,-86013.06,-
Department of Health,NHS Stockport CCG,30/06/2016,ME - PMS TPS Added Years Adj EEs,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,12991642,-610.07,-
Department of Health,NHS Stockport CCG,30/06/2016,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,12991642,-9479.21,-
Department of Health,NHS Stockport CCG,30/06/2016,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,12991642,-9348.47,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13009161,57974.7,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS DES Case FindingPats Dem,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13009161,335.49,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13009161,2991.84,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13009161,2414.58,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13009161,3475.02,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13009161,29874.83,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,13009161,6984.52,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13009162,28773.07,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS DES Case FindingPats Dem,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13009162,335.49,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13009162,2204,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13009162,1430.88,-
Department of Health,NHS Stockport CCG,30/06/2016,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,13009162,1694.06,-
