Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,14089619,33723.5,-
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,14089620,118868,-
Department of Health,NHS Stockport CCG,30/09/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,14089621,178603.16,-
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,14089623,107802.33,938297867
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,14089624,72110,938297867
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,14089627,260906,-
Department of Health,NHS Stockport CCG,30/09/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,14089632,40652,-
Department of Health,NHS Stockport CCG,30/09/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14089633,1572016.58,-
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,14089634,433563.99,-
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,14089635,-70924.94,-
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,CARE UK CLINICAL SERVICES LTD,14142097,38665.97,-
Department of Health,NHS Stockport CCG,30/09/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,14142144,238485,-
Department of Health,NHS Stockport CCG,30/09/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,14142247,2029998,-
Department of Health,NHS Stockport CCG,30/09/2016,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,14148831,57975.22,-
Department of Health,NHS Stockport CCG,30/09/2016,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,14148831,1517.6,-
Department of Health,NHS Stockport CCG,30/09/2016,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,14148831,2414.58,-
Department of Health,NHS Stockport CCG,30/09/2016,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,14148831,2588.07,-
