Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,384886,"206,190.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,419329,"35,978.80",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,526068,"40,111.50",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS LTD,550558,"63,686.27",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,550568,"63,686.27",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,550580,"155,185.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,550585,"54,622.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,HOSPICES,BEECHWOOD CANCER CARE CENTRE,575015,"127,008.28",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Independent Sector,OUT OF HOURS,NHS DIRECT,575140,"33,670.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,575269,"201,200.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,575410,"33,732.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,575410,421.00,-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,575518,"120,324.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,575529,"1,271.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,575529,"50,147.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,575579,"221,680.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,575597,"608,166.00",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,575610,"46,760.50",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,575610,"1,871,600.50",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,575639,"3,884.17",-
Department of Health,NHS Stockport CCG,31/07/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,575639,"155,367.83",-
