Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,17470397,119831.36,938297867
Department of Health,NHS Stockport CCG,30/06/2017,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,17470402,25700.00,
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,17470413,25878.00,
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,17470426,1083000.00,
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,17470426,132916.67,
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,17470426,317666.66,
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,17470426,24083.34,
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,17470426,100333.33,
Department of Health,NHS Stockport CCG,30/06/2017,Clinical&Medical-Othe Public Sector,CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,17485385,368180.80,
Department of Health,NHS Stockport CCG,30/06/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,17496254,12621422.00,
Department of Health,NHS Stockport CCG,30/06/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,17496255,1562787.00,
Department of Health,NHS Stockport CCG,30/06/2017,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,17519165,-98817.12,654939786
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,17574522,32668.67,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,17574522,520.32,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,17574522,326.27,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,17574522,1225.87,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,17574522,23167.81,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,17574522,4093.69,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,116.00,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,3858.47,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,31735.76,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,636.85,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,6577.54,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,117.46,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,2627.33,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,19954.50,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,17574525,4353.28,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,17574527,26801.37,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,17574527,3394.93,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,17574527,1273.83,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,17574527,1605.00,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,17574527,2295.84,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,17574527,18163.73,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,17574527,3478.21,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,17574529,82262.80,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,17574529,2289.03,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,17574529,3266.39,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,17574529,51313.16,
Department of Health,NHS Stockport CCG,30/06/2017,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,17574529,10099.50,
