Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,10745809,114050.04,-
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,ESTATES AND FACILITIES,NHS PROPERTY SERVICES LTD,10745821,151501.41,-
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,10745883,28403.67,-
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,10745893,42663.03,-
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,10745909,41171.94,-
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,10745952,66152.25,-
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,10746008,54879.96,-
Department of Health,NHS Stockport CCG,29/02/2016,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,10746033,65803.41,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,10747331,122006.86,654 442 045
Department of Health,NHS Stockport CCG,29/02/2016,Services From Local Authorities,Winter Resilience,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10747624,120168.5,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,10747704,312914.44,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,NCAS/OATS,BMI HEALTHCARE COLLECTIONS,10747715,177815.36,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Non Contract,WINTER PRESSURES,STOCKPORT NHS FOUNDATION TRUST,10747733,600000,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,10764999,49358,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,10795931,188278.92,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10795940,31576,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,10795963,2153209.33,654941709
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10795972,752892,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10796057,1548029.33,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,10796062,11931806,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,10796077,82974.42,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,10815214,28177.3,-
Department of Health,NHS Stockport CCG,29/02/2016,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,VIADUCT HEALTH LTD,10845325,30000,-
Department of Health,NHS Stockport CCG,29/02/2016,Services From Local Authorities,NON RECURRENT PROGRAMMES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10845428,35000,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,10845514,84238,654435138
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,10845540,645631,654435138
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,10874152,45617,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,10874329,1932508,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,10874352,37088.97,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,10874378,30779,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,10874410,450580,654939786
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,10874436,28423,654939786
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,MANCHESTER SURGICAL SERVICES,10874560,26915.25,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,NCAS/OATS,BETSI CADWALADR UNIVERSITY LHB,10905653,89936,654439560
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,10905800,1952606,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,10905809,111694.25,938297867
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,10905823,47621,938297867
Department of Health,NHS Stockport CCG,29/02/2016,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,10906053,3311,-
Department of Health,NHS Stockport CCG,29/02/2016,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,10906053,21171,-
Department of Health,NHS Stockport CCG,29/02/2016,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,10906053,7679,-
Department of Health,NHS Stockport CCG,29/02/2016,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,10906053,23649,-
Department of Health,NHS Stockport CCG,29/02/2016,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,10906053,5835,-
Department of Health,NHS Stockport CCG,29/02/2016,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,10906065,61173,-
Department of Health,NHS Stockport CCG,29/02/2016,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,10906065,56293,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,10906095,56753.75,-
Department of Health,NHS Stockport CCG,29/02/2016,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10906171,94097.15,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10974600,957583.29,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10974600,132858.85,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10974600,317195.31,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10974600,24072.86,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10974600,101289.69,-
Department of Health,NHS Stockport CCG,29/02/2016,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,STOCKPORT NHS FOUNDATION TRUST,10987234,360682.69,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,10987245,35842.45,-
Department of Health,NHS Stockport CCG,29/02/2016,Services From Local Authorities,NON RECURRENT PROGRAMMES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,10987252,94023,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,SOUTH MANCHESTER PRIVATE CLINIC,10987271,26344.1,-
Department of Health,NHS Stockport CCG,29/02/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,10987435,44497,GB654951509
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,10987505,241420,-
Department of Health,NHS Stockport CCG,29/02/2016,Programme Support Costs,PROGRAMME PROJECTS,NHS CENTRAL MANCHESTER CCG,11060218,146343,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,CYGNET HEALTHCARE LTD,11073070,33517,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,11073834,70373.34,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,11073846,29250,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,WINTER PRESSURES,MASTERCALL HEALTHCARE,11073846,6468.06,-
Department of Health,NHS Stockport CCG,29/02/2016,Services From Local Authorities,Winter Resilience,STOCKPORT METROPOLITAN BOROUGH COUNCIL,11073875,189321.85,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,LIGHTHOUSE HEALTHCARE,11073928,-78832.02,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,11074005,229534,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,LIGHTHOUSE HEALTHCARE,11096047,53383.62,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Othe Public Sector,PROGRAMME PROJECTS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,11096912,73188.5,-
Department of Health,NHS Stockport CCG,29/02/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,11103990,54949.88,-
