Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/01/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,DIAGNOSTIC HEALTHCARE LTD,25452971,43610.42,204941917
Department of Health,NHS Stockport CCG,31/01/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,25453992,33286.2,654425730
Department of Health,NHS Stockport CCG,31/01/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,25453997,466659.6,GB235134980
Department of Health,NHS Stockport CCG,31/01/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,25454011,197016,654919892
Department of Health,NHS Stockport CCG,31/01/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,25454022,27390.67,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,25454140,46146,654418333
Department of Health,NHS Stockport CCG,31/01/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,25454166,590742,65 4939786
Department of Health,NHS Stockport CCG,31/01/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,25454172,29211,65 4939786
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,25482481,54262.25,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,25482481,934.27,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,25482481,8495.05,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,25482485,38727.32,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,25482485,390.24,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,25482485,108.76,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,25482485,4496.1,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,43734.86,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,3902.4,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,341.52,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,5859.38,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,9975.4,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,1868.62,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,1116.8,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,25482487,14012.84,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,25482491,130.08,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,25482491,32608.28,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,25482491,424.57,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,25482491,3431.74,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,25482491,2627.33,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,25482491,4038.3,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,25482494,28429.1,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,25482494,424.61,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,25482494,2441.67,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,25482494,3678.48,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,25482498,85262.63,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,25482498,1526.02,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,25482498,9679.61,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,25482501,96994.65,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,25482501,303.52,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,25482501,887.4,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,25482501,2900,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,25482501,12894.65,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,25482504,31756.51,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,25482504,398.52,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,25482504,3316.67,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,25482504,3370.09,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,25482508,36881.09,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,25482508,440.1,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,25482508,7720,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,25482508,3928.52,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,25482511,93443.69,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,25482511,650.4,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,25482511,77.25,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,25482511,870,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,25482511,6626.66,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,25482511,11271.09,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,25482514,27515.96,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,25482514,113.74,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,25482514,1416.67,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,25482514,2654.95,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,25482517,76094.12,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,25482517,314.34,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,25482517,10407.72,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,25482519,86636.92,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,25482519,1560.96,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,25482519,517.22,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Clinical Waste,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,25482519,4714.41,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,25482519,3812.5,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,25482519,350.95,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SEABROOK,25482519,9344.42,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,25482521,73490.43,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,25482521,476.96,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,25482521,717.61,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,25482521,4941.67,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE HULME HEALTH CENTRE - DR SHIPSTON,25482521,8235.81,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,25482523,79933.83,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,25482523,953.44,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,25482523,5450,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CHEADLE MEDICAL PRACTICE,25482523,10003.56,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,25482527,280,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,25482527,828,"""-"""
Department of Health,NHS Stockport CCG,31/01/2019,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CHADSFIELD MEDICAL PRACTICE,25482527,54466.6,"""-"""
