Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,24547772,30731.39,GB654929594
Department of Health,NHS Stockport CCG,30/11/2018,Clinical&Medical-Othe Public Sector,PROGRAMME PROJECTS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,24547803,73188.5,GB158556040
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,24547835,2358064,654425730
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,24547840,33639,654425730
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,24547845,197016,654919892
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,24547875,96041.06,654945109
Department of Health,NHS Stockport CCG,30/11/2018,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,PRIMARY EYECARE NORTH LTD,24547885,28386,-
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,24547901,46146,654418333
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,24547973,29211,65 4939786
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,24547978,590742,65 4939786
Department of Health,NHS Stockport CCG,30/11/2018,Hlthcre-Foundation Trsts,ACUTE COMMISSIONING,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,24547985,325841.63,GB 654916118
Department of Health,NHS Stockport CCG,30/11/2018,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,24547990,-65053.04,GB235134980
Department of Health,NHS Stockport CCG,30/11/2018,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,VIADUCT CARE LTD,24548000,350000,-
Department of Health,NHS Stockport CCG,30/11/2018,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,VIADUCT CARE LTD,24548020,350000,-
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,24548373,-105388,654974295
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,24548378,12879584,654974295
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,24548385,1619988,654974295
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24568000,426328,654415538
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24568623,4108414,654415538
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,24568633,382537,654415538
Department of Health,NHS Stockport CCG,30/11/2018,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,PARTNERSHIPS IN CARE LTD,24595305,26433,GB 626524835
Department of Health,NHS Stockport CCG,30/11/2018,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,24638349,141643.5,654974295
