Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,30032495,-33120.33,654425730
Department of Health,NHS Stockport CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,30051087,-92932,654415538
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,30051098,42908.75,"""-"""
Department of Health,NHS Stockport CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,30051103,39174,GB654929594
Department of Health,NHS Stockport CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,30051116,2468292,654425730
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,30051119,52830.73,"""-"""
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,30051124,247275,"""-"""
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,30051129,353000,GB158556040
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,30051129,1083000,GB158556040
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,30051129,132916.67,GB158556040
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,30051129,317666.66,GB158556040
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,30051129,24083.34,GB158556040
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,30051129,100333.33,GB158556040
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,30051147,38333.33,GB235134980
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,30051178,496341.08,GB235134980
Department of Health,NHS Stockport CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,30051289,13591794,654974295
Department of Health,NHS Stockport CCG,31/12/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,30085008,95308.24,654425730
Department of Health,NHS Stockport CCG,31/12/2019,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,30085392,-197741.27,654919892
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,SPIRE HEALTHCARE LTD,30085516,47211,915970991
Department of Health,NHS Stockport CCG,31/12/2019,Clinical&Medical-Serv Recd-CCGs,PRIMARY CARE IT,NHS OLDHAM CCG,30085586,92984,"""-"""
Department of Health,NHS Stockport CCG,31/12/2019,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,30085586,17834,"""-"""
Department of Health,NHS Stockport CCG,31/12/2019,Other Gen Supplies & Srv,COLLABORATIVE COMMISSIONING,NHS OLDHAM CCG,30085593,2167,"""-"""
Department of Health,NHS Stockport CCG,31/12/2019,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,30085593,9398,"""-"""
