Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/08/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,8794281,47687.52,-
Department of Health,NHS Stockport CCG,31/08/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,8794470,97198.24,-
Department of Health,NHS Stockport CCG,31/08/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,STANDWALK,8794670,58564.87,-
Department of Health,NHS Stockport CCG,31/08/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,MANCHESTER SURGICAL SERVICES,8794717,35118.63,-
Department of Health,NHS Stockport CCG,31/08/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,8794820,125576.85,654 442 045
Department of Health,NHS Stockport CCG,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,8850427,45617,-
Department of Health,NHS Stockport CCG,31/08/2015,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,8850428,593675,-
Department of Health,NHS Stockport CCG,31/08/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,8850429,312914.44,-
Department of Health,NHS Stockport CCG,31/08/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,8850455,645631,654435138
Department of Health,NHS Stockport CCG,31/08/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,8850458,2153209.33,654941709
Department of Health,NHS Stockport CCG,31/08/2015,Programme Support Costs,PROGRAMME PROJECTS,NHS CENTRAL MANCHESTER CCG,8850459,28632,-
