Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/05/2013,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,OAKWOOD HOUSE PSYCHOLOGICAL SERVICES & TRAINING LTD,251576,75060.95,-
Department of Health,NHS Stockport CCG,31/05/2013,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,251657,193400.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,251853,608166.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,251893,421.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,251893,33732.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,251899,3516.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,251899,144316.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec NHS Trust-CQUIN,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,251914,2542.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,251914,100293.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,251918,1343105.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,251918,34439.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-CQUIN,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,251924,266447.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,251924,10937327.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-CQUIN,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,251931,79557.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,251931,1551120.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-CQUIN,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,251937,1297.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,251937,25286.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,251961,5440.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,251961,68596.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,251961,6612.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Charges from CSU,FINANCE,NHS GREATER MANCHESTER CSU,251961,2574.00,-
Department of Health,NHS Stockport CCG,31/05/2013,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,251961,63940.00,-
