Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,29/02/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,30898201,58147.46,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,30898223,479942,654974295
Department of Health,NHS Stockport CCG,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,30898224,1662641,654974295
Department of Health,NHS Stockport CCG,29/02/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,30898225,13573074,654974295
Department of Health,NHS Stockport CCG,29/02/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,30938494,108896,654415538
Department of Health,NHS Stockport CCG,29/02/2020,Hcare Srv Rec NHS Trust-Over/ Under Performance,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,30969106,63607,654435138
Department of Health,NHS Stockport CCG,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,30969116,76459,654435138
Department of Health,NHS Stockport CCG,29/02/2020,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,30969124,822633,654435138
Department of Health,NHS Stockport CCG,29/02/2020,Cont Care- Palliative Care,CHC ADULT FULLY FUNDED,BOROUGH CARE LTD,30985088,-25144.72,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987975,-260.92,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987975,-1816.05,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987975,-7668.9,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Pension EEs-PMS,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987975,-3758.85,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987975,-13541.16,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987975,-1578.63,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987976,54285.81,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987976,1126.33,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987976,8363.22,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987976,467.35,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987976,4361.22,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987976,4421.76,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,30987976,3635.12,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,30987978,39308.8,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,30987978,840,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,30987978,804.26,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCO Doctors Ret Scheme,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,30987978,8307.36,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,30987978,4634.1,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Baseline Adjustment,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,30987980,141.89,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,30987980,61380.12,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,30987980,1240.35,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,30987980,7570.44,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987981,-154.84,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-GMS GP Pension EEs,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987981,-3499.01,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-GMS GP Pension EEs Adjustments,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987981,-10768.59,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-GMS GP Pension ERs Adjustments,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987981,-15602.31,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987982,280,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987982,32625.54,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987982,212.28,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987982,677.18,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987982,2627.33,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,30987982,4066.6,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,30987984,700,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,30987984,85000.34,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,30987984,763.01,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,30987984,1764.47,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,30987984,10250.63,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,30987986,99748.87,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,30987986,2014.09,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,30987986,7006.08,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,30987986,2900,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,30987986,12436.04,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Pension EEs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,30987986,264.51,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Pension ERs Adjs - PMS,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,30987986,374.13,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,30988988,31545.43,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,30988988,674.42,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,30988988,4912.5,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,30988988,3428.78,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,30988990,38281.35,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,30988990,220.05,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,30988990,765.98,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,30988990,3941.28,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,30988992,94276.41,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,30988992,1939.44,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,30988992,870,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,30988992,6665.01,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,30988992,11912.11,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,30988992,206.52,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,30988994,280,"""-"""
Department of Health,NHS Stockport CCG,29/02/2020,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,30988994,27555.25,"""-"""
