Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Commercial Sector,CHILD AND ADOLESCENT MENTAL HEALTH,PENNINE CARE NHS FOUNDATION TRUST,17084597,47000.00,
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,17084851,176305.17,
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,17084977,2304058.83,654941709
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,17084980,106259.75,
Department of Health,NHS Stockport CCG,31/05/2017,Other Gen Supplies & Srv,COMMUNICATIONS & PR,NHS OLDHAM CCG,17084985,3567.00,
Department of Health,NHS Stockport CCG,31/05/2017,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,17084985,19682.00,
Department of Health,NHS Stockport CCG,31/05/2017,Other Gen Supplies & Srv,HUMAN RESOURCES,NHS OLDHAM CCG,17084985,7491.00,
Department of Health,NHS Stockport CCG,31/05/2017,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,17084985,1694.00,
Department of Health,NHS Stockport CCG,31/05/2017,Other Gen Supplies & Srv,MEDICINES MANAGEMENT - CLINICAL,NHS OLDHAM CCG,17084985,5958.00,
Department of Health,NHS Stockport CCG,31/05/2017,Other Gen Supplies & Srv,NHS 111,NHS OLDHAM CCG,17084985,1401.00,
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,17084988,1678467.75,
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,INHEALTH CATS LTD,17087178,44233.46,
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,17087185,423622.23,
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,17087191,242563.75,
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,17087245,493669.00,654939786
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,17087249,29202.00,654939786
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,17087280,44060.00,
Department of Health,NHS Stockport CCG,31/05/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,17087284,54600.00,
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Othe Public Sector,CHILD AND ADOLESCENT MENTAL HEALTH,STOCKPORT METROPOLITAN BOROUGH COUNCIL,17150840,39095.74,
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,17150849,269803.00,
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,17150872,289822.00,
Department of Health,NHS Stockport CCG,31/05/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,17153069,-60876.75,
