Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,BUSINESS INFORMATICS,NHS GREATER MANCHESTER CSU,5907539,4920,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,5907539,3311,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,5907539,46897,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,5907539,7680,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,5907539,45420,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,5907539,5835,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,BUSINESS INFORMATICS,NHS GREATER MANCHESTER CSU,5907624,4920,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,5907624,3311,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,5907624,46897,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,5907624,7680,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,5907624,45420,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,5907624,5835,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Oth-NHS,NCAS/OATS,NHS ENGLAND,5907909,138092.16,654 442 045
Department of Health,NHS Stockport CCG,31/12/2014,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,5908224,93008.35,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,5908481,157946,-
Department of Health,NHS Stockport CCG,31/12/2014,Services From Local Authorities,SAFEGUARDING,STOCKPORT METROPOLITAN BOROUGH COUNCIL,5931061,32000,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Non Contract,WINTER PRESSURES,STOCKPORT NHS FOUNDATION TRUST,5995889,450000,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,5995922,51913,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,5995927,194701.63,-
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,5995936,248230.5,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,5995954,36028.58,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,5995969,37805,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5995971,1488264,-
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Independent Sector,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,5995975,25952,654435138
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,5996005,89200,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,5996009,2115708.08,654941709
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,6027244,109375,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,6027271,3311,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,6027271,46897,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,6027271,7680,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,6027271,45420,-
Department of Health,NHS Stockport CCG,31/12/2014,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,6027271,5835,-
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,6027300,94991,-
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Serv Recd-F Trsts,COMMISSIONING - NON ACUTE,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,6037479,-80689.7,-
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,6099573,285369,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,6099706,55200,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,6099715,605260,654435138
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,6099771,188147.61,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,6099802,11716668,-
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,6099821,69533,-
Department of Health,NHS Stockport CCG,31/12/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,6099935,27084,-
Department of Health,NHS Stockport CCG,31/12/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,6099977,1861709,-
Department of Health,NHS Stockport CCG,31/12/2014,Non-PFI Oprtng Lease-Bldgs-Lease Rent,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,6115363,136839,-
