Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,29186206,39234.94,GB654929594
Department of Health,NHS Stockport CCG,31/10/2019,Healthcare Srv Rec CCG,PROGRAMME PROJECTS,NHS MANCHESTER CCG,29186294,151800,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,VIADUCT CARE LTD,29186308,470000,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,VIADUCT CARE LTD,29186311,470000,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,29186318,13557967,654974295
Department of Health,NHS Stockport CCG,31/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,29186320,479942,654974295
Department of Health,NHS Stockport CCG,31/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,29186321,1662641,654974295
Department of Health,NHS Stockport CCG,31/10/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,29186323,2468292,654425730
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,SPECSAVERS HEARCARE LTD,29241668,36994.48,163836882
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,29241680,51009,GB158556040
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,29241684,51292.5,GB158556040
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,PRIMARY EYECARE LTD,29241694,34371,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,OPTEGRA MANCHESTER,29241710,123827.41,938297867
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,VIADUCT CARE LTD,29241765,31180.7,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Independent Sector,COMMISSIONING SCHEMES,VIADUCT CARE LTD,29241768,-240000,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,PRIMARY EYECARE SERVICES LTD,29241772,35169,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,29241809,496341.08,GB235134980
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,29241826,38333.33,GB235134980
Department of Health,NHS Stockport CCG,31/10/2019,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,29278628,25517.23,654974295
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,SPECSAVERS HEARCARE LTD,29278662,25092.51,163836882
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,SPIRE HEALTHCARE LTD,29278696,47211,915970991
Department of Health,NHS Stockport CCG,31/10/2019,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,29278699,-25517.23,654974295
Department of Health,NHS Stockport CCG,31/10/2019,Hlthcre-Foundation Trsts,NON RECURRENT PROGRAMMES,STOCKPORT NHS FOUNDATION TRUST,29278701,420000,654974295
Department of Health,NHS Stockport CCG,31/10/2019,Other Gen Supplies & Srv,COLLABORATIVE COMMISSIONING,NHS OLDHAM CCG,29278703,2167,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,29278703,9398,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Other Gen Supplies & Srv,HUMAN RESOURCES,NHS OLDHAM CCG,29278703,11755,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,29278703,1965,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Other Gen Supplies & Srv,NHS 111,NHS OLDHAM CCG,29278703,1817,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Clinical&Medical-Serv Recd-CCGs,PRIMARY CARE IT,NHS OLDHAM CCG,29278708,92984,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,29278708,17834,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,29298494,54241.26,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,29298494,1126.33,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,29298494,8363.22,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,29298496,39330.53,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,29298496,804.26,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,29298496,14727.94,"""-"""
Department of Health,NHS Stockport CCG,31/10/2019,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,29298496,4634.1,"""-"""
