Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,14821493,-78510,654941709
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,14821501,203594.91,654941709
Department of Health,NHS Stockport CCG,30/11/2016,Other Gen Supplies & Srv,CORPORATE COSTS & SERVICES,STOCKPORT NHS FOUNDATION TRUST,14821516,45000,-
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,14821524,44593,654941709
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,14821790,106076.25,-
Department of Health,NHS Stockport CCG,30/11/2016,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,ARTS FOR RECOVERY IN THE COMMUNITY,14821813,29795,-
Department of Health,NHS Stockport CCG,30/11/2016,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,14821830,28212.5,-
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Contract Variation,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,14821982,50416.67,-
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Contract Variation,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,14821986,45400,-
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Contract Variation,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,14822003,35916.67,-
Department of Health,NHS Stockport CCG,30/11/2016,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,14824051,596011,-
Department of Health,NHS Stockport CCG,30/11/2016,Miscellaneous Expenditure (L9),CORPORATE COSTS & SERVICES,NHS CENTRAL MANCHESTER CCG,14824090,37975,-
Department of Health,NHS Stockport CCG,30/11/2016,External Consultancy Fees,NON RECURRENT PROGRAMMES,BDO LLP,14829474,102649.81,830847032
Department of Health,NHS Stockport CCG,30/11/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,14849373,433563.99,-
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14849381,1572016.58,-
Department of Health,NHS Stockport CCG,30/11/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,14849385,40652,-
