Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,8491587,62724.08,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,8491604,188278.92,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,8491637,45617,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,8491653,2153209.33,654941709
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8491772,1548029.33,-
Department of Health,NHS Stockport CCG,31/07/2015,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,VIADUCT HEALTH LTD,8505215,-80000,-
Department of Health,NHS Stockport CCG,31/07/2015,Programme Support Costs,PROGRAMME PROJECTS,SALFORD ROYAL NHS FOUNDATION TRUST,8537592,156104,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,8560830,645631,654435138
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,8560837,1473151,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,8560840,11935145,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,8560842,91126.81,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,8560851,236058,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,8560865,29250,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,WINTER PRESSURES,MASTERCALL HEALTHCARE,8560865,6468.06,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,8560872,72053.34,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,8560874,56753.75,-
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,8560876,44497,GB654951509
Department of Health,NHS Stockport CCG,31/07/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,8560877,1952606,-
Department of Health,NHS Stockport CCG,31/07/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,8590768,49640.24,-
Department of Health,NHS Stockport CCG,31/07/2015,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,8590788,30112.94,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,8590910,27084,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,8604582,312914.44,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,8604585,133644.81,654 442 045
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,8604860,313040,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,SOUTH MANCHESTER PRIVATE CLINIC,8604888,28581.03,-
Department of Health,NHS Stockport CCG,31/07/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,8682629,260559,-
Department of Health,NHS Stockport CCG,31/07/2015,Services From Local Authorities,SAFEGUARDING,STOCKPORT METROPOLITAN BOROUGH COUNCIL,8682667,32000,-
Department of Health,NHS Stockport CCG,31/07/2015,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,8711466,3311,-
Department of Health,NHS Stockport CCG,31/07/2015,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,8711466,40653,-
Department of Health,NHS Stockport CCG,31/07/2015,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,8711466,7679,-
Department of Health,NHS Stockport CCG,31/07/2015,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,8711466,18743,-
Department of Health,NHS Stockport CCG,31/07/2015,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,8711466,5835,-
