Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/07/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,17889064,26205.00,
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,CHEADLE ROYAL HOSPITAL,17897353,27260.00,
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,17923343,-37044.45,
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,17923357,-64603.75,
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,17956080,129747.69,
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,ELYSIUM HEALTHCARE LTD,17956092,43260.00,GB257732580
Department of Health,NHS Stockport CCG,31/07/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,17956108,72919.00,654435138
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Serv Recd-NHS Trst,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,17956113,65318.00,654435138
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,LIGHTHOUSE HEALTHCARE,17956120,33526.50,
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,17956132,191683.00,
Department of Health,NHS Stockport CCG,31/07/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,17956150,27390.67,
Department of Health,NHS Stockport CCG,31/07/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,17971720,53564.29,
Department of Health,NHS Stockport CCG,31/07/2017,C&M-PMS DES Extended Hours Access,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,17971720,4009.95,
