Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,27914840,39173.72,GB654929594
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,27914913,2468292,654425730
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,27915058,1662641,654974295
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,27915059,479942,654974295
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,27915067,13726035,654974295
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,27989974,37785.58,654425730
Department of Health,NHS Stockport CCG,31/07/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE LTD,27989995,152015.15,GB235134980
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,27990023,54673,654418333
Department of Health,NHS Stockport CCG,31/07/2019,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,27990040,56805.63,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,27990049,54500,654425730
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,STOCKPORT LMC,27990079,12889.8,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-PMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,STOCKPORT LMC,27990079,16921.59,"""-"""
Department of Health,NHS Stockport CCG,31/07/2019,C&M-GMS Voluntary Levy,PRC DELEGATED CO-COMMISSIONING,STOCKPORT LMC,27990087,12905.46,"""-"""
