Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,8107489,62724.08,
Department of Health,NHS Stockport CCG,30/06/2015,NHS Recbles <1Yr- CHC Risk Pool Con,BALANCE SHEET,HUGH JAMES NURSING CARE,8129457,34590.54,
Department of Health,NHS Stockport CCG,30/06/2015,Utilisation-Cont Care<1Yr,BALANCE SHEET,HUGH JAMES NURSING CARE,8129457,45473.94,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,8136381,312914.42,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,8159761,33025,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,8160121,125881.28,654 442 045
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,8160140,75184.6,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,8180082,27084,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,8180088,27084,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,8180132,35718.06,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,8180160,393161,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,8180162,2081146.83,654941709
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,8180164,1952606,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,8180170,11706547,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,8180173,1552342,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8180183,1667559.67,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec NHS Trust,NCAS/OATS,LEEDS TEACHING HOSPITALS NHS TRUST,8210877,49564.14,
Department of Health,NHS Stockport CCG,30/06/2015,Computer Software/License,IM&T,NINIAN SOLUTIONS LTD,8218274,27270,887875830
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,8253132,56753.75,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,8253196,68333,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,8253210,44358,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,8253528,44497,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,SOUTH MANCHESTER PRIVATE CLINIC,8253531,28197.12,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,8253567,209985,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,8305469,187776.75,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,8306192,27084,
Department of Health,NHS Stockport CCG,30/06/2015,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,8306269,90889,
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,8316912,645631,654435138
Department of Health,NHS Stockport CCG,30/06/2015,Computer Hardware Purch,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,8316985,65187.96,
Department of Health,NHS Stockport CCG,30/06/2015,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,8317062,5835,
Department of Health,NHS Stockport CCG,30/06/2015,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,8317062,40456,
Department of Health,NHS Stockport CCG,30/06/2015,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,8317062,7679,
Department of Health,NHS Stockport CCG,30/06/2015,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,8317062,46897,
Department of Health,NHS Stockport CCG,30/06/2015,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,8317062,3311,
Department of Health,NHS Stockport CCG,30/06/2015,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,8317083,52528.08,
Department of Health,NHS Stockport CCG,30/06/2015,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,8317083,56846.92,
Department of Health,NHS Stockport CCG,30/06/2015,Services From Local Authorities,PROGRAMME PROJECTS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,8317344,6200000,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,8334991,48717.72,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,SPECSAVERS HEARCARE LTD,8388936,33599.29,854763492
Department of Health,NHS Stockport CCG,30/06/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,8388943,685800,
Department of Health,NHS Stockport CCG,30/06/2015,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,VIADUCT HEALTH LTD,8403796,80000,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,8414404,257379,
Department of Health,NHS Stockport CCG,30/06/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,8414776,67615.81,
Department of Health,NHS Stockport CCG,30/06/2015,Miscellaneous Expenditure (L9),CONTRACT MANAGEMENT,NHS BLACKPOOL CCG,8437056,27794,
