Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Serv Recd-F Trsts,MENTAL HEALTH SERVICES - ADULTS,PENNINE CARE NHS FOUNDATION TRUST,11155756,-34720.83,-
Department of Health,NHS Stockport CCG,31/03/2016,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,STOCKPORT NHS FOUNDATION TRUST,11184950,408000,-
Department of Health,NHS Stockport CCG,31/03/2016,Miscellaneous Expenditure (L9),PROGRAMME PROJECTS,NHS TRAFFORD CCG,11184960,155294,-
Department of Health,NHS Stockport CCG,31/03/2016,Services From Local Authorities,NON RECURRENT PROGRAMMES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,11185036,750000,-
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,11202885,47147.06,-
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,11202901,135798.07,654 442 045
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,MANCHESTER SURGICAL SERVICES,11202948,29852.99,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11207077,1548029.33,-
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,11207080,312914.54,-
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,11207081,76042.61,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,11207089,2153209.33,654941709
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,11207094,89684.17,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,11207145,450580,654939786
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,11207148,28421,654939786
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,11207159,28177.3,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11272003,-29587,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11272013,-57300,-
Department of Health,NHS Stockport CCG,31/03/2016,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,11272024,66225.34,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,11272037,188278.92,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,11272046,117656.66,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,11272157,45617,-
Department of Health,NHS Stockport CCG,31/03/2016,Services From Local Authorities,NON RECURRENT PROGRAMMES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,11272179,81200,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,11272286,39962,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,11272328,1404858,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,11272342,11934008,-
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,11272353,86376,654435138
Department of Health,NHS Stockport CCG,31/03/2016,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,11272373,645633,654435138
