Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,155292,109707.25,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,155299,1432185.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,155305,1918361.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,155315,147832.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,158516,608166.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,158518,1896868.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,158522,1631170.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,158525,11178573.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,158530,26583.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,169423,5440.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,169423,68596.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,169423,6612.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Charges from CSU,FINANCE,NHS GREATER MANCHESTER CSU,169423,2574.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,169423,63940.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,169423,3844.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Charges from CSU,BUSINESS INFORMATICS,NHS GREATER MANCHESTER CSU,169423,19710.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,184317,34153.00,-
Department of Health,NHS Stockport CCG,30/04/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,210954,159252.00,-
