Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,27081670,36541,654418333
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,27081672,156749,65 4939786
Department of Health,NHS Stockport CCG,31/05/2019,Hlthcre-Foundation Trsts,ACUTE COMMISSIONING,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,27081692,348792.08,GB 654916118
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,27081725,4523297,654415538
Department of Health,NHS Stockport CCG,31/05/2019,External Consultancy Fees,NON RECURRENT PROGRAMMES,CORDIS BRIGHT LTD,27095250,23770.71,722524753
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Commercial Sector,HOSPICES,BEECHWOOD CANCER CARE CENTRE,27157146,127008.28,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,27157177,289714,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,27157215,-289714,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,27157217,286692,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,27157268,14572486,654974295
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,27157269,1705294,654974295
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,ABL HEALTH LTD,27157271,27390.67,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Commercial Sector,PLANNED CARE,SPIRE HEALTHCARE LTD,27157277,28064,915970991
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,27157279,29977,65 4939786
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL HOSPITALS NHS FOUNDATION TRUST,27157285,753920,65 4939786
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Commercial Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,27169408,10476,GB158556040
Department of Health,NHS Stockport CCG,31/05/2019,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,27169408,85855,GB158556040
Department of Health,NHS Stockport CCG,31/05/2019,Cont Care-Learning Disab(<65),CHC AD FULL FUND PERS HLTH BUD,STOCKPORT METROPOLITAN BOROUGH COUNCIL,27169453,49640.24,GB158556040
Department of Health,NHS Stockport CCG,31/05/2019,Cont Care-Learning Disab(<65),CHC ADULT JOINT FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,27169460,27641.97,GB158556040
Department of Health,NHS Stockport CCG,31/05/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,27169531,348792.08,GB 654916118
Department of Health,NHS Stockport CCG,31/05/2019,Clinical&Medical-Serv Recd-CCGs,PRIMARY CARE IT,NHS OLDHAM CCG,27169582,92984,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,27169582,17834,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Other Gen Supplies & Srv,COLLABORATIVE COMMISSIONING,NHS OLDHAM CCG,27169584,2167,"""-"""
Department of Health,NHS Stockport CCG,31/05/2019,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,27169584,9398,"""-"""
