Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number
Department of Health,NHS Stockport CCG,30/06/2018,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,CHEADLE ROYAL HOSPITAL,22501688,26880,
Department of Health,NHS Stockport CCG,30/06/2018,Other Gen Supplies & Srv,COLLABORATIVE COMMISSIONING,NHS OLDHAM CCG,22501747,1978,
Department of Health,NHS Stockport CCG,30/06/2018,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,22501747,22555,
Department of Health,NHS Stockport CCG,30/06/2018,Other Gen Supplies & Srv,HUMAN RESOURCES,NHS OLDHAM CCG,22501747,10374,
Department of Health,NHS Stockport CCG,30/06/2018,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,22501747,2184,
Department of Health,NHS Stockport CCG,30/06/2018,Other Gen Supplies & Srv,MEDICINES MANAGEMENT - CLINICAL,NHS OLDHAM CCG,22501747,8857,
Department of Health,NHS Stockport CCG,30/06/2018,Other Gen Supplies & Srv,NHS 111,NHS OLDHAM CCG,22501747,1861,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,22568696,54178.11,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,22568696,934.27,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,22568696,2432.15,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,22568696,8495.05,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Small Practice Allowance,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,22568696,5256,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22568698,37327.49,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22568698,563.68,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22568698,108.76,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22568698,1636.24,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22568698,24486.28,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,22568698,4496.1,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22568700,42876.93,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22568700,341.52,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22568700,2094.18,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22568700,29659.42,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,22568700,5859.38,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22568702,31864.41,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22568702,424.57,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-GMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22568702,106.54,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22568702,2627.33,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-GMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22568702,13876.03,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,22568702,4038.3,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,28124.53,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,86.72,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,424.61,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,1336.27,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,2441.67,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,3074,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,18485.82,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,22568704,3678.48,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22568707,96788.91,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22568707,346.88,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22568707,887.4,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22568707,2929.23,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22568707,2900,
Department of Health,NHS Stockport CCG,30/06/2018,C&M-PMS QOF Achievement,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,22568707,55852.58,
