Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/09/2013,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1087916,93909.83,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,1087996,49696.33,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,1144803,159252.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,1144821,48880.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,1145007,602422.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,1145030,34611.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,1145082,147832.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,1145089,51418.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,1145095,1918361.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,1145157,107280.40,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,1145183,34153.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1145205,952000.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1145205,450000.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1145205,398750.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1145205,84250.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1145205,72250.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1145205,401000.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Clinical&Medical-Othe Public Sector,CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,1145260,51760.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,1145365,26583.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,1145371,11326773.00,-
Department of Health,NHS Stockport CCG,30/09/2013,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,1145378,1404864.00,-
