Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/03/2020,Hcare Srv Rec Fdtn Trust-Non Contract,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,31313336,116833,654974295
Department of Health,NHS Stockport CCG,31/03/2020,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,31313419,51080.92,"""-"""
Department of Health,NHS Stockport CCG,31/03/2020,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,31313429,239085,"""-"""
Department of Health,NHS Stockport CCG,31/03/2020,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,THE CHRISTIE NHS FOUNDATION TRUST,31334887,84384.93,654916118
Department of Health,NHS Stockport CCG,31/03/2020,Clinical&Medical-Commercial Sector,PLANNED CARE,SPIRE HEALTHCARE LTD,31349112,47211,915970991
Department of Health,NHS Stockport CCG,31/03/2020,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER MENTAL HEALTH NHS FOUNDATION TRUST,31349117,39173.86,GB654929594
Department of Health,NHS Stockport CCG,31/03/2020,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,31349131,33120.33,654425730
Department of Health,NHS Stockport CCG,31/03/2020,Hlthcre-Foundation Trsts,NCAS/OATS,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,31349162,25692,654923417
Department of Health,NHS Stockport CCG,31/03/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,31388370,54285.81,"""-"""
Department of Health,NHS Stockport CCG,31/03/2020,C&M-PMS PCN DES Participation,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,31388370,1126.33,"""-"""
Department of Health,NHS Stockport CCG,31/03/2020,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,31388370,6200,"""-"""
Department of Health,NHS Stockport CCG,31/03/2020,C&M-PMS PCO Seniority,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,31388370,1905,"""-"""
Department of Health,NHS Stockport CCG,31/03/2020,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,31388370,8363.22,"""-"""
Department of Health,NHS Stockport CCG,31/03/2020,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,31388375,39308.8,"""-"""
