Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,20286154,153810,654415538
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,20286165,73144.32,-
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,20286166,2302001.64,654415538
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,20286170,-38604,654415538
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,20286172,1600209,-
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,20286174,12715437,-
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Non Contract,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,20286175,35917,-
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,20301765,218592,654415538
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20333918,147000,GB158556040
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20333918,1083000,GB158556040
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20333918,132916.67,GB158556040
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20333918,317666.66,GB158556040
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20333918,24083.34,GB158556040
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20333918,100333.33,GB158556040
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,20355196,39216,-
Department of Health,NHS Stockport CCG,31/01/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CHRISTIE HOSPITAL NHS FOUNDATION TRUST,20355214,37069,-
Department of Health,NHS Stockport CCG,31/01/2018,Clinical&Medical-Commercial Sector,NCAS/OATS,INHEALTH CATS LTD,20355225,42073.42,-
Department of Health,NHS Stockport CCG,31/01/2018,Cont Care- Prior Year Payments,CHC ADULT FULLY FUNDED,BARCHESTER HEALTHCARE LTD,20355236,84905.83,796642084
Department of Health,NHS Stockport CCG,31/01/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20373885,52903.99,-
