Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/04/2014,Charges from CSU,PROGRAMME PROJECTS,NHS GREATER MANCHESTER CSU,3229185,214274,-
Department of Health,NHS Stockport CCG,30/04/2014,Computer Hardware Purch,BUSINESS DEVELOPMENT,NHS GREATER MANCHESTER CSU,3229276,26045.65,-
Department of Health,NHS Stockport CCG,30/04/2014,Charges from CSU,PROGRAMME PROJECTS,NHS GREATER MANCHESTER CSU,3230283,-26062.21,-
Department of Health,NHS Stockport CCG,30/04/2014,Computer Hardware Purch,BUSINESS DEVELOPMENT,NHS GREATER MANCHESTER CSU,3230289,-26045.65,-
Department of Health,NHS Stockport CCG,30/04/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,OAKWOOD HOUSE PSYCHOLOGICAL SERVICES & TRAINING LTD,3248943,75060.95,-
Department of Health,NHS Stockport CCG,30/04/2014,Cont Care-Learning Disab(<65),CHC ADULT JOINT FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,3248997,134970,-
Department of Health,NHS Stockport CCG,30/04/2014,Cont Care-Physical Disab (<65),CHC ADULT FULLY FUNDED,MANCHESTER CITY COUNCIL,3249034,38418.86,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,MENTAL HEALTH CONTRACTS,CHESHIRE & WIRRAL PARTNERSHIP NHS FOUNDATION TRUST,3249067,54150.3,-
Department of Health,NHS Stockport CCG,30/04/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,3249403,30112.94,-
Department of Health,NHS Stockport CCG,30/04/2014,Cont Care-Learning Disab(<65),CHC ADULT FULLY FUNDED,STOCKPORT METROPOLITAN BOROUGH COUNCIL,3249677,49640.24,-
Department of Health,NHS Stockport CCG,30/04/2014,Service Charge,RECHARGES NHS PROPERTY SERVICES LTD,NHS PROPERTY SERVICES LTD,3259864,506926.15,-
Department of Health,NHS Stockport CCG,30/04/2014,Clinical&Medical-Drugs,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,3276251,39543,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,3276382,27831,-
Department of Health,NHS Stockport CCG,30/04/2014,Charges from CSU,PROGRAMME PROJECTS,NHS GREATER MANCHESTER CSU,3322175,25796.76,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,3370286,1918361,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec NHS Trust,NCAS/OATS,ROYAL LIVERPOOL AND BROADGREEN UNIVERSITY HOSPITALS NHS TRUST,3370320,44638.73,-
Department of Health,NHS Stockport CCG,30/04/2014,Clinical&Medical-Commercial Sector,HOSPICES,BEECHWOOD CANCER CARE CENTRE,3370403,127008.28,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,3370438,36883,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,3370468,1626431,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,3370476,11904077,-
Department of Health,NHS Stockport CCG,30/04/2014,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,3370523,91784.93,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,3370541,87573.78,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,3370558,1861709,-
Department of Health,NHS Stockport CCG,30/04/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,3370660,266490,-
Department of Health,NHS Stockport CCG,30/04/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,3370667,51914,-
