Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/10/2015,Clinical&Medical-Commercial Sector,ACUTE COMMISSIONING,NHS OLDHAM CCG,9412262,50824,-
Department of Health,NHS Stockport CCG,31/10/2015,Charges from CSU,COMMUNICATIONS & PR,NHS GREATER MANCHESTER CSU,9412438,3311,-
Department of Health,NHS Stockport CCG,31/10/2015,Charges from CSU,CONTRACT MANAGEMENT,NHS GREATER MANCHESTER CSU,9412438,47459,-
Department of Health,NHS Stockport CCG,31/10/2015,Charges from CSU,HUMAN RESOURCES,NHS GREATER MANCHESTER CSU,9412438,7679,-
Department of Health,NHS Stockport CCG,31/10/2015,Charges from CSU,IM&T,NHS GREATER MANCHESTER CSU,9412438,23649,-
Department of Health,NHS Stockport CCG,31/10/2015,Charges from CSU,MEDICINES MANAGEMENT - CLINICAL,NHS GREATER MANCHESTER CSU,9412438,5835,-
Department of Health,NHS Stockport CCG,31/10/2015,C&M-GMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,9412445,56292.9,-
Department of Health,NHS Stockport CCG,31/10/2015,C&M-PMS IT Comm Servs -GP Practices,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,9412445,61173.1,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9412474,1548029.33,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,9412486,188278.92,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,9412520,45617,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,9412917,11935147,-
Department of Health,NHS Stockport CCG,31/10/2015,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,9413045,-31981,-
Department of Health,NHS Stockport CCG,31/10/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,9413162,312914.44,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,9413174,92361.91,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,9426912,1604991,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9427114,-72111,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,9427221,2153209.33,654941709
Department of Health,NHS Stockport CCG,31/10/2015,Computer Software/License,IM&T,OPTUM HEALTH SOLUTIONS (UK) LTD,9513341,33216.08,200592154
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,9531136,25694,654435138
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,9531172,645631,654435138
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,GREATER MANCHESTER WEST MENTAL HEALTH NHS FOUNDATION TRUST,9531220,43533.72,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,9531232,78200,-
Department of Health,NHS Stockport CCG,31/10/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,9531296,1160504,654939786
