Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/03/2014,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,2817455,65755.01,-
Department of Health,NHS Stockport CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2817479,1438720,-
Department of Health,NHS Stockport CCG,31/03/2014,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,2817502,94991,-
Department of Health,NHS Stockport CCG,31/03/2014,Clinical&Medical-Independent Sector,OUT OF HOURS,MASTERCALL HEALTHCARE,2817538,173200,-
Department of Health,NHS Stockport CCG,31/03/2014,Clinical&Medical-Independent Sector,NHS 111,MASTERCALL HEALTHCARE,2817600,88920,-
Department of Health,NHS Stockport CCG,31/03/2014,Clinical&Medical-Independent Sector,NHS 111,MASTERCALL HEALTHCARE,2817610,75135,-
Department of Health,NHS Stockport CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Non Contract,WINTER PRESSURES,MASTERCALL HEALTHCARE,2817626,29244.42,-
Department of Health,NHS Stockport CCG,31/03/2014,Charges from CSU,PROGRAMME PROJECTS,NHS GREATER MANCHESTER CSU,2817645,54068.27,-
Department of Health,NHS Stockport CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,2817671,1918361,-
Department of Health,NHS Stockport CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,2817681,115351.46,-
Department of Health,NHS Stockport CCG,31/03/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,2817689,39217,-
