Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,5578622,65589,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,5578628,26566,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,5578640,40514,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,5578694,-121619,654941709
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,5578764,27084,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,5578793,55200,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,5578806,62724.1,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,STANDWALK,5578936,59208.44,-
Department of Health,NHS Stockport CCG,30/11/2014,External Consultancy Fees,STRATEGY & DEVELOPMENT,BDO LLP,5579840,110611.82,830847032
Department of Health,NHS Stockport CCG,30/11/2014,Programme Support Costs,PROGRAMME PROJECTS,NHS CENTRAL MANCHESTER CCG,5625037,160957.62,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,5638464,194701.63,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,5638470,37805,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5638483,1488264,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,5638561,605260,654435138
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,5638600,2115708.08,654941709
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,5638613,51913,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,5638717,36028.58,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH SERVICES - ADULTS,PRIORY GROUP LTD,5638739,30025,626524835
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,5638751,248230.5,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,5638781,93228,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,5714695,11716668,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,5714707,1689964,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,5714724,157946,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,5714740,118781.81,654442045
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,5714759,27084,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,5714785,1861709,-
Department of Health,NHS Stockport CCG,30/11/2014,Charges from CSU,PRIMARY CARE IT,NHS GREATER MANCHESTER CSU,5714848,109375,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,5714901,246995,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Drugs,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,5748175,102124.7,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5779797,92461,-
Department of Health,NHS Stockport CCG,30/11/2014,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,5780069,75411,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,5780191,29244.42,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,5780327,401000,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,5780327,72250,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,5780327,-130418.67,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,5780327,398752,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Othe Public Sector,FUNDED NURSING CARE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,5780327,470000,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,5780442,52126.23,-
Department of Health,NHS Stockport CCG,30/11/2014,Clinical&Medical-Commercial Sector,MENTAL HEALTH CONTRACTS,FUTURE DIRECTIONS CIC,5780491,56753.75,-
