Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,15926888,2264132.06,654941709
Department of Health,NHS Stockport CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,15926900,1591418.58,
Department of Health,NHS Stockport CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,15926901,12329675.75,
Department of Health,NHS Stockport CCG,28/02/2017,Miscellaneous Expenditure (L9),NON RECURRENT PROGRAMMES,VIADUCT HEALTH LTD,15947232,26906.67,
Department of Health,NHS Stockport CCG,28/02/2017,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,15975854,433563.99,
Department of Health,NHS Stockport CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,15975874,104179.90,
Department of Health,NHS Stockport CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,15976076,29173.00,654939786
Department of Health,NHS Stockport CCG,28/02/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,15976299,492147.00,654939786
Department of Health,NHS Stockport CCG,28/02/2017,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,15976319,1083000.00,
Department of Health,NHS Stockport CCG,28/02/2017,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,15976319,132916.67,
Department of Health,NHS Stockport CCG,28/02/2017,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,15976319,317666.66,
Department of Health,NHS Stockport CCG,28/02/2017,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,15976319,24083.34,
Department of Health,NHS Stockport CCG,28/02/2017,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,15976319,100333.33,
Department of Health,NHS Stockport CCG,28/02/2017,Other Gen Supplies & Srv,COMMUNICATIONS & PR,NHS OLDHAM CCG,15976602,3392.00,
Department of Health,NHS Stockport CCG,28/02/2017,Other Gen Supplies & Srv,CONTRACT MANAGEMENT,NHS OLDHAM CCG,15976602,19237.00,
Department of Health,NHS Stockport CCG,28/02/2017,Other Gen Supplies & Srv,HUMAN RESOURCES,NHS OLDHAM CCG,15976602,7975.00,
Department of Health,NHS Stockport CCG,28/02/2017,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,15976602,1617.00,
Department of Health,NHS Stockport CCG,28/02/2017,Other Gen Supplies & Srv,MEDICINES MANAGEMENT - CLINICAL,NHS OLDHAM CCG,15976602,6448.00,
Department of Health,NHS Stockport CCG,28/02/2017,Other Gen Supplies & Srv,NHS 111,NHS OLDHAM CCG,15976602,1412.00,
Department of Health,NHS Stockport CCG,28/02/2017,Clinical&Medical-Serv Recd-CCGs,PRIMARY CARE IT,NHS OLDHAM CCG,15976613,106178.00,
Department of Health,NHS Stockport CCG,28/02/2017,Other Gen Supplies & Srv,IM&T,NHS OLDHAM CCG,15976613,17580.00,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16026180,58005.99,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS Growth,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16026180,2414.58,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS Out of Hours Opt Outs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16026180,64.68,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS PCO Locum Adop/Pat/Mat,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16026180,11603.95,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16026180,6984.52,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16026182,30246.79,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16026182,303.52,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS NES Premium,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16026182,543.77,
Department of Health,NHS Stockport CCG,28/02/2017,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16026182,35243.14,
