Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/04/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,16744117,2304058.83,654941709
Department of Health,NHS Stockport CCG,30/04/2017,Hlthcre-Foundation Trsts,CHILD AND ADOLESCENT MENTAL HEALTH,PENNINE CARE NHS FOUNDATION TRUST,16744124,51000.00,
Department of Health,NHS Stockport CCG,30/04/2017,Computer Hardware Purch,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,16745938,58140.00,927149214
Department of Health,NHS Stockport CCG,30/04/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,16752985,76586.25,
Department of Health,NHS Stockport CCG,30/04/2017,Computer Software/License,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,16761755,303240.00,927149214
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,16804278,191733.04,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,16804278,1300.80,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,16804278,5270.50,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,16804278,7135.41,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Prem Rates,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,16804278,58438.00,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,16804278,187.25,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,HEATON MOOR MEDICAL CENTRE,16804278,20030.42,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16805022,53400.97,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16805022,3208.64,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16805022,8326.49,
Department of Health,NHS Stockport CCG,30/04/2017,ME - PMS GP Prior Year ERs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16805022,5153.64,
Department of Health,NHS Stockport CCG,30/04/2017,ME-PMS GP Prior Year EEs,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,16805022,4576.68,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16805024,32668.67,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16805024,780.48,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS DES UNPLANNED ADMISSIONS,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16805024,6745.20,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16805024,326.27,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,16805024,3847.12,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,16805026,43232.30,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,16805026,737.12,
Department of Health,NHS Stockport CCG,30/04/2017,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,16805026,1024.56,
