Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Independent Sector,LOCAL ENHANCED SERVICES,MASTERCALL HEALTHCARE,6652555,35718.06,-
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,6652774,109945.69,654 442 045
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,6652781,114253.65,654 442 045
Department of Health,NHS Stockport CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,6652832,37805,-
Department of Health,NHS Stockport CCG,28/02/2015,Hcare Srv Rec NHS Trust-Contract Baseline,COLLABORATIVE COMMISSIONING,NORTH WEST AMBULANCE SERVICE NHS TRUST,6652847,605260,654435138
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Commercial Sector,AMBULANCE SERVICES,ARRIVA TRANSPORT SOLUTIONS,6652869,62724.07,-
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Independent Sector,NHS 111,NORTH WEST AMBULANCE SERVICE NHS TRUST,6652875,25066,654435138
Department of Health,NHS Stockport CCG,28/02/2015,Programme Support Costs,PROGRAMME PROJECTS,NHS CENTRAL MANCHESTER CCG,6652959,100375.72,-
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,6653000,248230.5,-
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,ULTRASOUND NOW,6653019,35739.88,-
Department of Health,NHS Stockport CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6653035,1488264.17,-
Department of Health,NHS Stockport CCG,28/02/2015,Clinical&Medical-Commercial Sector,PLANNED CARE,BMI HEALTHCARE COLLECTIONS,6711903,131948.93,-
Department of Health,NHS Stockport CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,6711929,69000,-
Department of Health,NHS Stockport CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,6711953,69000,-
Department of Health,NHS Stockport CCG,28/02/2015,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,CALDERSTONES PARTNERSHIP NHS FOUNDATION TRUST,6712057,36028.58,-
