Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,30/09/2019,Cont Care- Children,CHC CHILDREN,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787044,76431.12,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Cont Care-Learning Disab(<65),CHC AD FULL FUND PERS HLTH BUD,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787075,49640.24,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Clinical&Medical-Othe Public Sector,COMMISSIONING - NON ACUTE,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787137,25000,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Clinical&Medical-Othe Public Sector,COMMUNITY SERVICES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787137,1083000,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Clinical&Medical-Othe Public Sector,LEARNING DIFFICULTIES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787137,132916.67,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Clinical&Medical-Othe Public Sector,LONG TERM CONDITIONS,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787137,317666.66,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Clinical&Medical-Othe Public Sector,MENTAL HEALTH SERVICES - OTHER,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787137,24083.34,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Clinical&Medical-Othe Public Sector,REABLEMENT,STOCKPORT METROPOLITAN BOROUGH COUNCIL,28787137,100333.33,GB158556040
Department of Health,NHS Stockport CCG,30/09/2019,Hlthcre-Foundation Trsts,ACUTE COMMISSIONING,THE CHRISTIE NHS FOUNDATION TRUST,28787141,348792.08,654916118
Department of Health,NHS Stockport CCG,30/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,28787174,4526544.58,654415538
Department of Health,NHS Stockport CCG,30/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,28787180,2468292,654425730
Department of Health,NHS Stockport CCG,30/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,STOCKPORT NHS FOUNDATION TRUST,28787192,13711994,654974295
Department of Health,NHS Stockport CCG,30/09/2019,Hcare Srv Rec Fdtn Trust-Contract Baseline,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,28787205,1662641,654974295
