Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,31/01/2016,External Consultancy Fees,NON RECURRENT PROGRAMMES,OUTCOMES BASED HEALTHCARE LTD,10378252,30341.65,844016644
Department of Health,NHS Stockport CCG,31/01/2016,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,10415031,86468.34,-
Department of Health,NHS Stockport CCG,31/01/2016,Clinical&Medical-Drugs,COMMUNITY SERVICES,STOCKPORT NHS FOUNDATION TRUST,10428284,95795.4,-
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST CHESHIRE NHS TRUST,10428308,188278.92,-
Department of Health,NHS Stockport CCG,31/01/2016,Clinical&Medical-Commercial Sector,COMMISSIONING SCHEMES,MASTERCALL HEALTHCARE,10428334,69413.34,-
Department of Health,NHS Stockport CCG,31/01/2016,Clinical&Medical-Commercial Sector,HOSPICES,ST ANNES HOSPICE,10428342,118868,-
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,UNIVERSITY HOSPITAL OF SOUTH MANCHESTER NHS FOUNDATION TRUST,10428402,2153209.33,654941709
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,TAMESIDE HOSPITAL NHS FOUNDATION TRUST,10428408,89311.92,-
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CENTRAL MANCHESTER UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10428548,1548029.33,-
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,10428564,450580,654939786
Department of Health,NHS Stockport CCG,31/01/2016,Clinical&Medical-Commercial Sector,PLANNED CARE,NHS ENGLAND,10428590,128575.81,654 442 045
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,PENNINE ACUTE HOSPITALS NHS TRUST,10453036,45617,-
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,WRIGHTINGTON WIGAN & LEIGH NHS FOUNDATION TRUST,10453040,44497,GB654951509
Department of Health,NHS Stockport CCG,31/01/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,SALFORD ROYAL NHS FOUNDATION TRUST,10453052,28423,654939786
Department of Health,NHS Stockport CCG,31/01/2016,Clinical&Medical-Commercial Sector,IMPROVING ACCESS TO PSYCHOLOGICAL THERAPIES,SELF HELP SERVICES,10453059,28177.3,-
