Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,Amount,VAT registration number
Department of Health,NHS Stockport CCG,28/02/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,20716715,2130178,-
Department of Health,NHS Stockport CCG,28/02/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,20716727,31463.35,-
Department of Health,NHS Stockport CCG,28/02/2018,Clinical&Medical-Commercial Sector,PLANNED CARE,SPECSAVERS HEARCARE LTD,20717925,39490.42,242964687
Department of Health,NHS Stockport CCG,28/02/2018,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,20718012,26943,-
Department of Health,NHS Stockport CCG,28/02/2018,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,20718045,26943,-
Department of Health,NHS Stockport CCG,28/02/2018,Services From Local Authorities,NON RECURRENT PROGRAMMES,STOCKPORT METROPOLITAN BOROUGH COUNCIL,20718070,2632000,GB158556040
Department of Health,NHS Stockport CCG,28/02/2018,Hcare Srv Rec Fdtn Trust-Non Contract,MENTAL HEALTH CONTRACTS,PENNINE CARE NHS FOUNDATION TRUST,20718107,36800,-
Department of Health,NHS Stockport CCG,28/02/2018,Clinical&Medical-Commercial Sector,LOCAL ENHANCED SERVICES,GM PRIMARY EYECARE LTD,20748787,25593,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20828131,52903.99,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20828131,2802.8,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BEECH HOUSE MEDICAL PRACTICE,20828131,8928.86,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20828135,35128.42,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20828135,260.16,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20828135,326.27,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20828135,12543.96,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ALVANLEY FAMILY PRACTICE,20828135,4093.69,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20828137,41943.43,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20828137,1024.56,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20828137,16872.48,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ARCHWOOD MEDICAL PRACTICE,20828137,5522.55,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20828139,420,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20828139,31118.28,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20828139,636.85,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20828139,2627.33,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20828139,335.61,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSHALL ROAD MEDICAL PRACTICE,20828139,4353.28,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,20828141,27310.57,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,20828141,560,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,20828141,346.88,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,20828141,1273.83,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,20828141,2441.67,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,20828141,89.14,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,ADSWOOD ROAD SURGERY,20828141,3478.21,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20828143,82152.84,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20828143,2289.03,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL HEALTH CENTRE,20828143,10099.5,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20828147,95032.04,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20828147,390.24,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20828147,2662.19,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Healthcentre Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20828147,2384.79,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20828147,2900,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRAMHALL PARK MEDICAL CENTRE,20828147,12938.29,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20828152,31117.99,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20828152,780.48,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20828152,1195.56,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20828152,3316.67,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BREDBURY MEDICAL PRACTICE,20828152,3261.84,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20828156,34709.62,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20828156,660.16,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,BRACONDALE MEDICAL CENTRE,20828156,4241.3,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,91415.71,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Learn Dsblty Hlth Chk,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,1120,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,650.4,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,231.75,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS PCO Locum Sickness,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,6155.86,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Actual Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,870,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,11217.07,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Prem Water Rates,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,523.84,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CARITAS GENERAL PRACTICE PARTNERSHIP,20828160,12957.46,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS Global Sum,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,20828164,26071.71,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS MPIG Correction Factor,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,20828164,170.61,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS Prem Notional Rent,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,20828164,1395.83,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-GMS QOF Aspiration,PRC DELEGATED CO-COMMISSIONING,CALE GREEN SURGERY,20828164,2745.93,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Contract Value,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,20828167,72408.15,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS DES Minor Surgery,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,20828167,607.04,-
Department of Health,NHS Stockport CCG,28/02/2018,C&M-PMS Funding Differential Review,PRC DELEGATED CO-COMMISSIONING,BRINNINGTON HEALTH CENTRE STOCKPORT,20828167,943.02,-
