Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,C&M-GMS LES Anti-coagulation,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,14639680,"51,910.16",879108291,FSEN1016001
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,14757867,"-28,145.32",879108291,HT000026277
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,14757868,"58,086.78",879108291,HT000026278
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,14757868,"2,898.00",879108291,HT000026278
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,14598633,"52,310.00",,8432134
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,14613098,"215,773.76",,268599
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14574240,"65,882.00",,82208
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORD HOSPITAL NHS TRUST,14545096,"27,706.00",,I0151322
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,14458639,"95,444.77",,63205
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,14458667,"102,592.06",,63204
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,14495652,"26,100.44",,61723
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,14791240,"49,129.95",,15478
Department of Health,NHS East & North Hertfordshire CCG,31/10/2016,Clinical&Medical-Voluntary Sector,COMMUNITY SERVICES,BPAS,14744817,"25,707.19",855924881,32452
