Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Travel Booking Services,PATIENT TRANSPORT,AMBU KARE UK LTD,19563800,"50,400.00",,INV0883
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,19848317,"-32,969.15",879108291,HT000032961
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,19848319,"59,422.58",879108291,HT000032962
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,19848319,"3,035.80",879108291,HT000032962
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,19525651,"78,541.00",,8443812
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,19682690,"174,044.38",,310929
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,19563954,"45,853.00",,90967
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,19603232,"91,874.89",,81015
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,19603236,"107,041.57",,80975
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,19713836,"46,464.61",,15946
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,19713859,"46,764.23",,15969
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,BUPA CARE HOMES,19714057,"1,689.09",239731641,STC053183TOSTC053272
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,19714057,"60,115.10",239731641,STC053183TOSTC053272
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,BUPA CARE HOMES,19753595,"1,003.14",239731641,WDV043498TOWDV043539
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,BUPA CARE HOMES,19753595,"27,576.75",239731641,WDV043498TOWDV043539
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,BUPA CARE HOMES,19868141,"175,170.55",239731641,BUP1710EN
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,19561705,"399,434.37",,70020426
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,19786930,"951,933.82",,70019609
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Computer Maintenance,ADHOC BUSINESS,CHESS CYBERSECURITY LTD,19868120,"7,500.00",,113954
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Computer Software/License,IT MANAGEMENT TEAM,CHESS CYBERSECURITY LTD,19868120,"47,174.40",,113954
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,C&M-GMS LES Equitable Funding,LOCAL ENHANCED SERVICES,DOLPHIN HOUSE SURGERY,19583502,"38,454.00",,97OCT17
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,INTERMEDIATE CARE,DOLPHIN HOUSE SURGERY,19676069,"25,999.98",,09-Nov-17
Department of Health,NHS East & North Hertfordshire CCG,31/10/2017,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,19355827,"19,090,939.00",,4145631
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,PREPYMT OVERSEAS NON EEA PATIENTS,BALANCE SHEET,EAST AND NORTH HERTFORDSHIRE NHS TRUST,19564014,"26,252.00",,4146631
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Cont Care-NHS Trust,CHC CHILDREN,EAST AND NORTH HERTFORDSHIRE NHS TRUST,19603241,"60,749.00",,4146551
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,19868279,"28,662.41",,4147358
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,19546971,"40,065.00",,8106007
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,19546980,"1,522,972.40",,8106014
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,19583515,"35,729.44",,8106153
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Computer Hardware Purch,PRIMARY CARE IT,EGTON MEDICAL INFORMATION SYSTEMS LTD,19585830,"74,716.13",927149214,EMFIN001217
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,ESSEX PARTNERSHIP UNIVERSITY NHS FT,19630128,"38,322.33",GB654974100,I0057830
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Miscellaneous Expenditure (L9),LOCAL ENHANCED SERVICES,GENERATING HEALTHCARE LTD,19827884,"49,725.00",,GH01SUM17
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,19525278,"60,383.08",,X0182673
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,19525060,"130,770.00",654923417,3225786
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector - Prior Year,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,19605100,"157,618.90",215028936,CHESHUNTMIU1117A
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,19656093,"53,737.00",215028936,CHESHUNTMIU1117
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,HCPA LTD,19531769,"49,938.00",,4195
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,HCPA LTD,19531772,"36,960.00",,4392
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,HCPA LTD,19603635,"44,434.00",,4411
Department of Health,NHS East & North Hertfordshire CCG,30/11/2017,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,19525401,"3,307,103.16",654 4402 89,28018043
