Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,14382257,"-26,985.14",879108291,HT000025747
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,14382258,"56,044.89",879108291,HT000025748
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,14382258,"2,898.00",879108291,HT000025748
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,14190580,"52,310.00",,8431263
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,14424308,"178,365.25",,265811
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,14138851,"65,882.00",,81586
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORD HOSPITAL NHS TRUST,14138865,"27,706.00",,I0150752
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,14108970,"95,444.77",,61748
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,14163620,"41,340.89",,62081
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,14190453,"102,592.06",,61747
Department of Health,NHS East & North Hertfordshire CCG,30/09/2016,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,14345301,"82,388.30",,15389
