Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,2432247,"-32,626.95",,HT000006268
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,2432248,"75,828.78",,HT000006269
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Independent Sector,URGENT CARE,ASSURA LEA VALLEY LLP,2298369,"60,115.50",,812Z347
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARNET & CHASE FARM HOSPITALS NHS TRUST,2267585,"2,031,891.00",,I0063274
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Non Contract,COMMUNITY SERVICES,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,2458981,"33,580.00",,41416390
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Non Contract,COMMUNITY SERVICES,BARNET ENFIELD AND HARINGEY MENTAL HEALTH NHS TRUST,2459059,"34,408.00",,41417134
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,2202817,"295,986.00",,172623
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,2202834,"295,986.41",,174898
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,2202851,"-360,238.21",,177834
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,2203589,"-59,653.00",,180814
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORD HOSPITAL NHS TRUST,2203382,"25,034.00",,10131440
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2235626,"47,305.48",,22446
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2235646,"57,733.18",,22444
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2364118,"30,250.64",,21701
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2364120,"67,289.34",,21702
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,2236796,"522,706.67",,14654
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE COTTAGE SURGERY,2432254,"-38,393.83",,HT000006275
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE COTTAGE SURGERY,2432255,"76,232.63",,HT000006276
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2215940,"805,992.15",,70010149
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Independent Sector,CLINICAL ASSESSMENT AND TREATMENT CENTRES,CLINICENTA LTD,2170559,"34,634.52",,200567
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Clinical&Medical-Voluntary Sector,COUNSELLING SERVICES,COUNSELLING FOUNDATION (THE),2178526,"30,280.00",,ENH30111414
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Seconded-Basic Sal-Staff fm oth org,COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2203032,"32,550.64",,4100551
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2215928,"79,797.00",,4100714
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2215971,"14,890,068.00",,4100764
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2347384,"5,000,000.00",,4100761
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2348303,"26,700.00",,4101190
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,2248926,"1,298,125.00",,822550
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,2325914,"33,917.00",,822827
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,2248955,"74,512.58",,X0110280
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2235506,"127,208.00",,3128513
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,2267571,"2,423,201.00",,28007500
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,2325851,"88,779.00",,28007422
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,2325857,"87,537.00",,28007423
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Cost per Case,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,2362844,"66,666.67",,28007529
Department of Health,NHS East & North Hertfordshire CCG,31/01/2014,Hcare Srv Rec NHS Trust-Contract Cost per Case,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,2459324,"28,436.05",,28007415
