Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Voluntary Sector,PROGRAMME PROJECTS,AGE UK HERTFORDSHIRE,2653800,"40,000.00",,13652
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,2740185,"-43,712.36",,HT000006920
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,2740186,"64,318.07",,HT000006921
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Independent Sector,URGENT CARE,ASSURA LEA VALLEY LLP,2776370,"60,115.50",,812Z349
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARNET & CHASE FARM HOSPITALS NHS TRUST,2586826,"2,031,891.00",,I0064262
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,2499091,"213,958.33",,179080
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,2615517,"213,958.33",,181632
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec Fdtn Trust-Non Contract,NCAS/OATS,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2745319,"40,402.00",,62788
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BEDFORD HOSPITAL NHS TRUST,2499317,"25,034.00",,I0131949
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2520143,"47,712.49",,22499
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2520144,"81,629.21",,22500
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2570582,"47,305.48",,23238
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2746069,"50,356.62",,23291
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,2746071,"76,692.86",,23292
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,2569416,"522,706.67",,14686
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE COTTAGE SURGERY,2740192,"-39,868.94",,HT000006927
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,BRIDGE COTTAGE SURGERY,2740193,"33,001.76",,HT000006928
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,2499421,"805,992.15",,70010150
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Clinical Other,PROGRAMME PROJECTS,CANTERBURY WAY SURGERY,2761434,"30,000.00",,06KJWEBSTER
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Voluntary Sector,COUNSELLING SERVICES,COUNSELLING FOUNDATION (THE),2745158,"26,040.00",,FNH11121510
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2586746,"14,890,068.00",,4101855
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2586756,"79,797.00",,4101871
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Non Contract,WINTER PRESSURES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2761532,"2,055,000.00",,4102174
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Over/ Under Performance,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,2789728,"-304,856.37",,4101822
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,2569609,"1,298,125.00",,823183
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,NON RECURRENT PROGRAMMES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,2602783,"60,913.60",,823172
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,2569672,"74,512.58",,X0111794
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,2569479,"127,208.00",,3130392
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,2509727,"2,423,201.00",,28007704
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Seconded-Basic Sal-Staff fm oth org,PERFORMANCE,HERTFORDSHIRE COMMUNITY NHS TRUST,2602760,"44,140.80",,28007676
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust-Contract Cost per Case,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,2776176,"25,013.20",,28007598
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,2789834,"88,935.21",,28007791
Department of Health,NHS East & North Hertfordshire CCG,28/02/2014,Clinical&Medical-Othe Public Sector,INTERMEDIATE CARE,HERTFORDSHIRE COUNTY COUNCIL,2586769,"725,856.00",,1801496156
