Department family,Entity,Date,Expense Type,Expense area,Supplier,Transaction number,AP Amount (£),VAT registration number,Purchase invoice number
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,21504862,"-27,740.44",879108291,HT000034985
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,C&M-GMS Cost of Drugs -Dispensing,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,21504863,"49,162.37",879108291,HT000034986
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,C&M-GMS PrscrptnChrgsColl&RmttdbyGP,LOCAL ENHANCED SERVICES,ASHWELL SURGERY,21504863,"2,648.80",879108291,HT000034986
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Computer Hardware Purch,ADHOC BUSINESS,ASSURED DATA PROTECTION LTD,21153854,"176,160.00",,SI2096
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARKING HAVERING AND REDBRIDGE HOSPITALS NHS TRUST,21148592,"90,045.00",,8447149
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,BARTS HEALTH NHS TRUST,21281431,"201,071.03",,326870
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,BASILDON & THURROCK UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21148577,"45,853.00",,93071
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,21124191,"78,676.55",,84638
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,21124211,"55,188.05",,85843
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,21148247,"91,874.85",,86642
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,ACUTE COMMISSIONING,BMI HEALTHCARE COLLECTIONS,21148257,"107,041.58",,86718
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,21380946,"64,430.00",,16061
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,COLLABORATIVE COMMISSIONING,BOURN HALL CLINIC,21434411,"37,040.50",,16089
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,BUPA CARE HOMES,21527097,"30,395.15",239731641,BUP1802EN
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21148249,"399,434.37",,70020430
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Over/ Under Performance,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21542760,"-224,544.47",,60028439
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,21543935,"961,900.00",,70022134
Department of Health,NHS East & North Hertfordshire CCG,28/02/2018,Hcare Srv Rec NHS Trust-Contract Baseline,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21098044,"19,037,935.00",,4150166
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-NHS Trust,CHC CHILDREN,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21349013,"53,657.00",,4151090
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21380801,"200,000.00",,4140948
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21380861,"325,000.00",,4146705
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust,NON RECURRENT PROGRAMMES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21381570,"325,000.00",,4151185
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Non Contract,WINTER PRESSURES,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21408318,"158,267.00",,4138782
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21434383,"193,000.00",,4146704
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21434389,"106,255.00",,4148051
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-NHS Trust,CHC CHILDREN,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21436082,"53,657.00",,4151155
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Non Contract,ACUTE COMMISSIONING,EAST AND NORTH HERTFORDSHIRE NHS TRUST,21436284,"74,601.00",,4151435
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Non Contract,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,21165655,"-150,237.48",,8107744
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,21165686,"1,522,972.40",,8108064
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,AMBULANCE SERVICES,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,21234206,"40,065.00",,8107766
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,PATIENT TRANSPORT,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,21234370,"242,508.00",,8108113
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,EAST OF ENGLAND AMBULANCE SERVICE NHS TRUST,21526830,"29,077.27",,8108090
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Miscellaneous Expenditure (L9),LOCAL ENHANCED SERVICES,EPHEDRA HEALTHCARE LTD,21526835,"33,120.00",,BH20182019
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Cost per Case,COMMUNITY SERVICES,ESSEX PARTNERSHIP UNIVERSITY NHS FT,21205264,"38,322.33",GB654974100,I0059823
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,Winter Resilience,FINECARE HOMES (STEVENAGE),21436106,"25,242.86",,D2A16MAR
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GREAT ORMOND STREET HOSPITAL FOR CHILDREN NHS FOUNDATION TRUST,21148301,"60,383.08",654922910,X0189384
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec Fdtn Trust-Contract Baseline,ACUTE COMMISSIONING,GUYS & ST THOMAS HOSPITAL NHS FOUNDATION TRUST,21148240,"130,770.00",654923417,3234094
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,21349000,"51,532.00",215028936,CHESHUNTMIU0318
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,21505359,"38,065.06",215028936,CHESHUNTMIU0318A
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,21505366,"33,185.51",215028936,CHESHUNTMIU0418A
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,URGENT CARE,HAVERSTOCK HEALTHCARE LTD,21505410,"53,737.00",215028936,CHESHUNTMIU0218
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HC ONE OVAL LTD,21270975,"59,324.41",283937558,ISCHJAN18
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HC ONE OVAL LTD,21271174,"72,760.05",283937558,IWDVDEC17
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HC ONE OVAL LTD,21434414,"74,182.16",283937558,IWDVJAN18
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,21435803,"1,360.36",283937558,STC054462TOSTC054546
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,21435803,"49,527.40",283937558,STC054462TOSTC054546
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care- Adult 100% Fully Funded,CHC ADULT FULLY FUNDED,HC ONE OVAL LTD,21505406,"53,507.86",283937558,ISCHFEB18
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,21526699,638.29,283937558,WDV043781TOWDV043836
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,21526699,"36,015.90",283937558,WDV043781TOWDV043836
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-FNC Client Continence Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,21526767,"25,073.80",283937558,WDV044030TOWDV044071
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Cont Care-Funded Nursing Care Allow,FUNDED NURSING CARE,HC ONE OVAL LTD,21526767,616.28,283937558,WDV044030TOWDV044071
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Clinical&Medical-Independent Sector,PROGRAMME PROJECTS,HCPA LTD,21527159,"50,000.00",,4675
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Baseline,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,21205157,"3,307,116.16",654 4402 89,H0000415
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust-Contract Variation,COMMUNITY SERVICES,HERTFORDSHIRE COMMUNITY NHS TRUST,21205157,"14,014.19",654 4402 89,H0000415
Department of Health,NHS East & North Hertfordshire CCG,31/03/2018,Hcare Srv Rec NHS Trust,PROGRAMME PROJECTS,HERTFORDSHIRE COMMUNITY NHS TRUST,21308084,"149,828.62",654 4402 89,H0000241
